STN;YYYYMMDD;TG;TN;TX;DR;RH
260;20140429;138;118;175;17;6
260;20140430;131;106;179;0;0
260;20140501;130;101;183;0;-1
260;20140502;100;64;122;0;-1
260;20140503;84;17;137;0;0
260;20140504;79;0;137;0;0
260;20140505;122;31;184;0;0
260;20140506;146;115;178;4;1
260;20140507;127;106;162;27;120
260;20140508;122;113;134;101;155
260;20140509;125;91;161;22;54
260;20140510;116;98;156;53;57
260;20140511;102;90;117;152;146
260;20140512;108;60;146;28;23
260;20140513;103;55;150;6;8
260;20140514;96;37;139;6;30
260;20140515;101;44;150;0;0
260;20140516;121;34;183;0;0
260;20140517;142;51;207;0;0
260;20140518;159;74;231;0;0
260;20140519;184;92;243;0;0
260;20140520;199;136;271;12;79
260;20140521;181;126;215;9;9
260;20140522;182;149;230;10;38
260;20140523;164;126;207;0;0
260;20140524;150;107;196;0;0
260;20140525;160;97;213;0;0
260;20140526;158;122;223;35;128
260;20140527;156;135;174;101;76
260;20140528;131;117;146;155;90
260;20140529;104;75;118;30;6
260;20140530;119;43;169;0;0
260;20140531;133;54;194;0;0
260;20140601;135;69;187;0;0
260;20140602;140;56;206;0;0
260;20140603;151;64;210;5;5
260;20140604;146;106;178;76;102
260;20140605;130;88;178;22;20
260;20140606;163;62;229;0;0
260;20140607;210;117;276;0;0
260;20140608;200;152;248;9;3
260;20140609;216;160;271;28;27
260;20140610;204;162;258;33;69
260;20140611;175;104;219;0;0
260;20140612;171;88;229;0;0
260;20140613;178;113;222;0;0
260;20140614;160;137;189;0;-1
260;20140615;156;108;201;0;0
260;20140616;148;99;178;6;3
260;20140617;153;105;193;0;-1
260;20140618;149;78;200;21;12
260;20140619;142;104;161;9;5
260;20140620;140;88;180;5;1
260;20140621;160;91;209;0;0
260;20140622;153;88;206;0;0
260;20140623;154;70;213;0;0
260;20140624;160;119;213;3;2
260;20140625;147;106;192;0;-1
260;20140626;167;106;222;0;0
260;20140627;175;127;215;5;2
260;20140628;171;144;210;0;-1
260;20140629;160;124;192;6;48
260;20140630;141;78;186;8;4
260;20140701;142;69;193;0;0
260;20140702;150;62;209;0;0
260;20140703;184;90;262;0;0
260;20140704;216;105;289;0;-1
260;20140705;199;174;228;31;26
260;20140706;190;145;244;20;87
260;20140707;181;124;235;0;0
260;20140708;152;130;170;126;119
260;20140709;156;130;178;78;90
260;20140710;216;160;276;4;179
260;20140711;200;168;238;31;134
260;20140712;190;162;245;9;7
260;20140713;187;155;231;2;31
260;20140714;184;133;227;7;8
260;20140715;173;139;224;0;0
260;20140716;195;132;258;0;0
260;20140717;219;146;283;0;0
260;20140718;251;172;311;0;0
260;20140719;264;182;329;0;-1
260;20140720;221;188;272;10;71
260;20140721;195;180;212;47;164
260;20140722;226;191;272;0;0
260;20140723;232;191;284;0;0
260;20140724;215;166;263;0;0
260;20140725;185;166;221;8;2
260;20140726;209;167;251;14;6
260;20140727;212;184;262;3;1
260;20140728;195;176;235;33;436
260;20140729;212;173;259;9;10
260;20140730;184;125;235;0;0
260;20140731;188;113;244;0;0
260;20140801;203;126;259;0;0
260;20140802;205;155;276;24;280
260;20140803;196;148;253;0;-1
260;20140804;184;123;233;0;0
260;20140805;177;105;243;0;0
260;20140806;176;130;213;45;36
260;20140807;182;142;230;14;94
260;20140808;185;139;223;45;98
260;20140809;191;143;231;16;55
260;20140810;182;138;225;46;102
260;20140811;171;147;207;3;8
260;20140812;163;141;202;6;21
260;20140813;167;126;217;11;30
260;20140814;162;132;203;19;98
260;20140815;155;120;197;20;17
260;20140816;161;117;187;3;13
260;20140817;149;119;167;52;131
260;20140818;138;97;173;27;56
260;20140819;124;95;159;40;92
260;20140820;126;84;178;2;1
260;20140821;138;78;182;0;-1
260;20140822;136;106;171;18;49
260;20140823;127;81;174;8;43
260;20140824;125;73;177;7;6
260;20140825;127;73;169;86;65
260;20140826;137;104;165;78;125
260;20140827;142;64;207;0;0
260;20140828;172;114;214;5;17
260;20140829;173;133;212;0;0
260;20140830;163;142;186;31;39
260;20140831;151;104;190;12;14
260;20140901;153;87;212;0;-1
260;20140902;167;120;212;0;0
260;20140903;163;106;212;0;0
260;20140904;177;130;235;0;0
260;20140905;176;121;228;0;0
260;20140906;166;130;205;0;-1
260;20140907;170;106;216;0;0
260;20140908;141;79;205;0;0
260;20140909;145;99;178;0;-1
260;20140910;139;92;184;0;0
260;20140911;159;94;204;0;-1
260;20140912;156;76;216;0;0
260;20140913;170;140;211;0;0
260;20140914;157;113;209;0;0
260;20140915;168;106;228;0;0
260;20140916;175;114;246;0;0
260;20140917;180;113;252;0;0
260;20140918;193;122;253;0;0
260;20140919;178;134;244;0;0
260;20140920;178;132;240;0;0
260;20140921;158;126;192;12;9
260;20140922;134;63;175;0;-1
260;20140923;126;44;177;0;0
260;20140924;130;110;165;43;143
260;20140925;142;101;178;0;0
260;20140926;153;106;194;8;2
260;20140927;133;79;202;0;0
260;20140928;147;83;220;0;0
260;20140929;160;119;193;58;45
260;20140930;162;118;209;4;6
260;20141001;159;101;207;0;-1
260;20141002;157;135;192;9;4
260;20141003;150;99;222;0;0
260;20141004;156;117;211;27;44
260;20141005;132;117;152;0;-1
260;20141006;138;123;161;12;7
260;20141007;122;93;156;57;72
260;20141008;132;87;166;22;27
260;20141009;150;127;180;0;-1
260;20141010;134;76;178;0;0
260;20141011;113;66;157;37;74
260;20141012;119;64;162;28;23
260;20141013;151;120;185;12;12
260;20141014;124;100;136;31;14
260;20141015;137;115;184;30;16
260;20141016;142;118;180;31;51
260;20141017;146;118;188;3;3
260;20141018;173;128;230;0;0
260;20141019;171;148;215;0;-1
260;20141020;151;139;177;2;1
260;20141021;112;76;140;114;239
260;20141022;100;63;135;40;56
260;20141023;124;94;151;0;-1
260;20141024;116;108;126;80;102
260;20141025;126;96;153;3;1
260;20141026;127;95;159;0;0
260;20141027;127;98;170;0;0
260;20141028;99;75;140;0;0
260;20141029;110;88;128;11;2
260;20141030;130;115;156;3;1
260;20141031;135;105;166;0;0
260;20141101;141;102;185;0;0
260;20141102;148;127;174;13;50
260;20141103;125;94;153;77;69
260;20141104;89;55;109;7;2
260;20141105;60;35;95;0;0
260;20141106;61;45;82;0;0
260;20141107;77;45;98;15;36
260;20141108;98;81;129;0;0
260;20141109;95;72;128;10;3
260;20141110;96;59;126;21;5
260;20141111;95;57;129;0;-1
260;20141112;93;41;122;8;3
260;20141113;79;36;133;0;0
260;20141114;103;69;124;43;31
260;20141115;97;75;110;76;80
260;20141116;84;71;92;175;121
260;20141117;95;81;123;3;1
260;20141118;79;73;83;0;-1
260;20141119;80;73;91;0;-1
260;20141120;71;52;80;0;0
260;20141121;52;16;90;0;0
260;20141122;83;45;118;0;-1
260;20141123;106;80;135;30;18
260;20141124;65;3;113;29;18
260;20141125;41;-14;91;0;0
260;20141126;49;24;64;5;1
260;20141127;74;61;88;50;30
260;20141128;63;26;95;0;-1
260;20141129;28;11;49;0;0
260;20141130;25;18;31;0;0
260;20141201;15;10;24;0;0
260;20141202;6;-1;14;6;1
260;20141203;-12;-30;10;0;0
260;20141204;-3;-27;15;0;0
260;20141205;35;14;53;18;6
260;20141206;32;-18;91;0;-1
260;20141207;34;-28;67;55;36
260;20141208;32;15;49;22;18
260;20141209;22;-21;49;0;-1
260;20141210;65;44;99;66;113
260;20141211;65;45;77;69;88
260;20141212;75;45;94;128;142
260;20141213;47;8;68;0;-1
260;20141214;25;-6;48;0;-1
260;20141215;56;32;79;70;50
260;20141216;52;18;78;14;29
260;20141217;80;39;106;69;30
260;20141218;115;101;125;54;19
260;20141219;94;73;124;83;188
260;20141220;77;56;91;10;9
260;20141221;78;52;103;0;-1
260;20141222;114;93;128;17;14
260;20141223;111;96;128;0;-1
260;20141224;81;61;100;72;90
260;20141225;52;-3;79;11;19
260;20141226;19;-27;52;0;-1
260;20141227;7;-16;29;155;124
260;20141228;-9;-33;34;2;2
260;20141229;35;11;56;11;14
260;20141230;50;34;65;10;3
260;20141231;52;25;76;0;0
260;20150101;30;10;47;0;-1
260;20150102;73;44;101;46;43
260;20150103;38;26;59;39;15
260;20150104;39;-3;80;0;-1
260;20150105;24;9;38;0;0
260;20150106;28;6;58;27;18
260;20150107;45;24;72;12;12
260;20150108;65;36;82;97;176
260;20150109;99;58;137;58;85
260;20150110;95;54;133;16;34
260;20150111;64;49;82;22;14
260;20150112;84;64;102;52;19
260;20150113;86;41;110;119;140
260;20150114;44;31;60;28;19
260;20150115;79;58;103;112;80
260;20150116;55;27;83;17;17
260;20150117;30;-9;59;0;0
260;20150118;22;10;33;130;47
260;20150119;10;5;16;0;-1
260;20150120;8;-22;37;0;0
260;20150121;-5;-19;15;0;0
260;20150122;-12;-29;4;0;0
260;20150123;-28;-57;-13;0;0
260;20150124;22;-17;68;48;86
260;20150125;37;-21;56;14;3
260;20150126;59;41;83;61;31
260;20150127;51;30;77;3;1
260;20150128;53;30;72;45;82
260;20150129;24;2;45;97;150
260;20150130;17;-3;44;65;83
260;20150131;10;-25;44;5;2
260;20150201;26;-15;57;17;21
260;20150202;20;6;55;34;55
260;20150203;17;-16;63;2;1
260;20150204;2;-40;53;0;-1
260;20150205;-7;-38;20;5;9
260;20150206;-2;-20;31;0;0
260;20150207;15;-51;55;0;-1
260;20150208;50;34;67;0;0
260;20150209;57;44;72;5;3
260;20150210;57;46;72;8;2
260;20150211;42;31;54;0;0
260;20150212;26;-3;45;0;0
260;20150213;46;-3;99;0;0
260;20150214;66;47;102;0;0
260;20150215;26;-35;67;0;0
260;20150216;9;-49;77;0;0
260;20150217;33;-30;90;4;1
260;20150218;18;-34;81;0;0
260;20150219;35;-3;74;0;0
260;20150220;53;34;65;229;200
260;20150221;32;4;63;51;94
260;20150222;32;-18;68;29;22
260;20150223;59;27;98;34;28
260;20150224;54;35;89;41;73
260;20150225;48;16;87;35;28
260;20150226;63;37;83;77;70
260;20150227;49;-3;82;0;0
260;20150228;51;-5;91;0;-1
260;20150301;83;60;107;39;51
260;20150302;53;16;84;8;24
260;20150303;44;30;75;26;20
260;20150304;51;28;76;3;3
260;20150305;57;11;103;0;0
260;20150306;66;46;90;0;0
260;20150307;84;40;139;0;0
260;20150308;93;40;157;0;-1
260;20150309;88;67;113;0;-1
260;20150310;76;-7;113;7;2
260;20150311;27;-20;95;0;0
260;20150312;54;-29;127;0;0
260;20150313;46;7;92;0;0
260;20150314;34;7;53;6;2
260;20150315;56;45;68;9;1
260;20150316;63;6;128;0;0
260;20150317;76;-17;178;0;0
260;20150318;56;6;88;0;0
260;20150319;68;7;126;0;0
260;20150320;49;6;93;0;0
260;20150321;64;39;93;30;22
260;20150322;43;-15;86;0;0
260;20150323;31;-29;93;0;0
260;20150324;57;-21;115;15;3
260;20150325;59;50;69;115;72
260;20150326;50;3;73;61;41
260;20150327;57;-4;89;8;17
260;20150328;69;-6;117;65;33
260;20150329;93;75;113;74;162
260;20150330;72;53;91;29;54
260;20150331;90;58;111;42;90
260;20150401;65;34;91;41;40
260;20150402;63;41;86;48;47
260;20150403;70;45;95;0;0
260;20150404;54;18;94;44;19
260;20150405;53;-22;113;0;0
260;20150406;69;16;117;0;-1
260;20150407;71;6;132;0;0
260;20150408;86;39;142;0;0
260;20150409;104;19;181;0;0
260;20150410;113;27;196;0;0
260;20150411;90;26;136;23;41
260;20150412;100;21;155;6;1
260;20150413;84;41;128;0;-1
260;20150414;119;32;200;0;0
260;20150415;138;54;230;0;0
260;20150416;99;64;134;0;0
260;20150417;85;52;129;0;0
260;20150418;90;41;144;0;0
260;20150419;78;-6;152;0;0
260;20150420;109;43;171;0;0
260;20150421;100;22;174;0;0
260;20150422;85;34;121;0;0
260;20150423;94;37;155;0;0
260;20150424;124;15;204;0;0
260;20150425;121;86;150;56;37
260;20150426;106;79;139;12;7
260;20150427;80;-3;126;0;0
260;20150428;60;-22;118;2;1
260;20150429;89;14;147;17;16
260;20150430;98;58;142;0;0
260;20150501;87;31;133;0;0
260;20150502;97;4;158;0;0
260;20150503;130;69;170;31;16
260;20150504;154;117;194;35;38
260;20150505;154;86;222;26;92
260;20150506;122;85;155;8;50
260;20150507;118;75;162;14;11
260;20150508;142;78;194;4;1
260;20150509;133;91;161;22;39
260;20150510;128;42;191;0;0
260;20150511;176;91;256;0;0
260;20150512;146;112;175;0;0
260;20150513;127;76;181;0;0
260;20150514;112;59;167;0;0
260;20150515;94;39;144;0;0
260;20150516;105;41;149;34;17
260;20150517;119;68;162;0;0
260;20150518;111;77;140;33;21
260;20150519;100;74;137;19;22
260;20150520;105;67;147;2;2
260;20150521;119;25;174;0;0
260;20150522;149;86;199;0;0
260;20150523;124;60;157;10;20
260;20150524;126;25;199;10;8
260;20150525;124;97;153;10;5
260;20150526;118;75;158;0;0
260;20150527;135;54;189;0;0
260;20150528;129;57;165;7;7
260;20150529;111;56;158;25;31
260;20150530;112;66;154;0;-1
260;20150531;126;79;165;77;83
260;20150601;127;61;161;0;0
260;20150602;148;111;177;42;28
260;20150603;138;63;177;0;-1
260;20150604;156;46;220;0;0
260;20150605;214;95;318;15;80
260;20150606;156;85;189;0;-1
260;20150607;139;71;189;0;0
260;20150608;125;79;172;0;0
260;20150609;116;75;150;0;0
260;20150610;154;89;208;0;0
260;20150611;179;93;240;0;0
260;20150612;216;128;274;0;-1
260;20150613;175;141;213;7;4
260;20150614;153;123;195;0;0
260;20150615;133;76;175;0;0
260;20150616;114;45;177;0;0
260;20150617;160;53;227;20;26
260;20150618;143;115;166;5;2
260;20150619;127;103;153;47;40
260;20150620;130;97;163;0;-1
260;20150621;144;121;185;25;101
260;20150622;127;76;153;39;42
260;20150623;126;94;151;13;5
260;20150624;158;117;215;0;0
260;20150625;182;114;240;0;0
260;20150626;205;134;250;0;0
260;20150627;176;103;218;0;-1
260;20150628;173;88;232;0;-1
260;20150629;180;112;242;0;0
260;20150630;206;97;273;0;0
260;20150701;260;158;331;0;0
260;20150702;254;190;331;13;69
260;20150703;241;169;291;0;0
260;20150704;256;179;327;0;0
260;20150705;202;157;282;0;0
260;20150706;187;139;238;0;0
260;20150707;198;125;258;0;-1
260;20150708;159;127;196;51;113
260;20150709;135;72;176;24;18
260;20150710;165;68;226;0;0
260;20150711;204;139;287;0;0
260;20150712;177;156;204;22;14
260;20150713;174;163;196;97;44
260;20150714;179;140;213;43;29
260;20150715;179;144;211;16;23
260;20150716;196;120;251;0;-1
260;20150717;217;175;256;9;41
260;20150718;182;145;221;0;0
260;20150719;162;119;205;65;97
260;20150720;178;96;214;4;5
260;20150721;210;175;254;0;-1
260;20150722;195;163;231;0;0
260;20150723;178;136;217;0;0
260;20150724;184;134;233;3;5
260;20150725;149;112;183;66;148
260;20150726;148;86;209;60;35
260;20150727;166;142;197;49;123
260;20150728;152;125;189;85;100
260;20150729;141;109;176;18;41
260;20150730;138;76;181;7;11
260;20150731;133;51;194;0;0
260;20150801;151;61;220;0;0
260;20150802;177;77;242;0;0
260;20150803;215;124;300;0;0
260;20150804;180;138;215;37;19
260;20150805;189;103;250;0;0
260;20150806;205;133;284;0;0
260;20150807;206;126;270;0;0
260;20150808;187;130;230;0;0
260;20150809;186;103;243;0;-1
260;20150810;198;147;252;0;0
260;20150811;200;137;254;0;0
260;20150812;195;163;230;0;-1
260;20150813;217;146;284;10;111
260;20150814;209;169;254;22;53
260;20150815;184;158;221;60;85
260;20150816;150;129;166;155;110
260;20150817;143;129;152;198;136
260;20150818;146;134;168;45;12
260;20150819;165;116;225;0;-1
260;20150820;179;104;249;0;0
260;20150821;197;137;253;0;-1
260;20150822;207;141;265;0;0
260;20150823;197;149;259;39;85
260;20150824;179;133;231;16;24
260;20150825;167;140;199;71;116
260;20150826;202;165;252;19;129
260;20150827;157;135;185;63;50
260;20150828;154;98;209;2;1
260;20150829;170;81;236;5;38
260;20150830;200;145;253;47;101
260;20150831;209;175;265;31;73
260;20150901;161;120;195;0;-1
260;20150902;132;79;188;13;3
260;20150903;122;66;171;2;3
260;20150904;135;116;166;119;411
260;20150905;132;93;169;25;35
260;20150906;131;91;170;29;10
260;20150907;142;123;169;23;10
260;20150908;139;82;169;0;0
260;20150909;131;71;185;0;0
260;20150910;143;91;196;0;0
260;20150911;143;93;201;0;0
260;20150912;157;113;202;33;15
260;20150913;166;125;194;0;-1
260;20150914;145;113;198;43;125
260;20150915;125;98;159;12;10
260;20150916;154;110;192;44;58
260;20150917;144;125;164;66;91
260;20150918;139;99;184;0;0
260;20150919;134;85;175;6;10
260;20150920;135;71;181;0;0
260;20150921;146;110;186;24;15
260;20150922;131;91;174;31;13
260;20150923;132;104;173;29;55
260;20150924;126;108;157;35;21
260;20150925;116;52;168;0;-1
260;20150926;104;34;168;0;0
260;20150927;110;46;175;0;0
260;20150928;105;44;160;0;0
260;20150929;117;58;174;0;0
260;20150930;123;81;175;0;0
260;20151001;106;49;169;0;0
260;20151002;103;33;183;0;0
260;20151003;103;44;188;0;0
260;20151004;103;46;179;0;0
260;20151005;131;57;169;20;6
260;20151006;153;131;176;66;63
260;20151007;149;137;176;21;27
260;20151008;124;58;159;6;2
260;20151009;102;40;163;0;0
260;20151010;109;59;143;0;0
260;20151011;65;23;115;0;0
260;20151012;48;9;102;0;0
260;20151013;38;12;59;0;0
260;20151014;51;20;80;72;28
260;20151015;63;28;80;115;74
260;20151016;77;67;84;116;59
260;20151017;81;73;90;48;14
260;20151018;84;37;109;0;-1
260;20151019;105;52;125;0;0
260;20151020;95;51;126;9;7
260;20151021;97;47;125;74;18
260;20151022;119;72;148;81;22
260;20151023;114;68;141;0;0
260;20151024;118;101;138;5;5
260;20151025;99;30;143;10;2
260;20151026;105;30;158;0;0
260;20151027;111;59;173;0;0
260;20151028;106;72;133;0;-1
260;20151029;107;49;156;0;0
260;20151030;102;65;150;0;0
260;20151031;98;65;143;0;0
260;20151101;77;30;160;0;0
260;20151102;69;9;159;0;0
260;20151103;90;13;157;0;0
260;20151104;122;77;154;0;-1
260;20151105;133;112;154;66;56
260;20151106;155;139;171;77;32
260;20151107;164;141;185;14;15
260;20151108;131;76;173;5;4
260;20151109;136;120;160;65;54
260;20151110;145;133;156;28;44
260;20151111;127;116;138;21;19
260;20151112;133;117;153;0;0
260;20151113;114;77;136;16;35
260;20151114;97;77;119;87;72
260;20151115;143;119;150;62;133
260;20151116;125;113;137;27;33
260;20151117;135;109;156;118;163
260;20151118;131;110;145;12;6
260;20151119;112;82;138;41;66
260;20151120;79;48;97;18;46
260;20151121;43;8;63;72;102
260;20151122;26;0;57;3;1
260;20151123;32;-26;80;0;0
260;20151124;42;31;66;129;83
260;20151125;54;22;79;41;79
260;20151126;40;0;96;2;3
260;20151127;45;8;65;19;7
260;20151128;67;45;87;92;83
260;20151129;102;74;125;70;126
260;20151130;95;65;126;127;220
260;20151201;97;68;124;31;8
260;20151202;110;94;119;0;0
260;20151203;98;84;127;0;0
260;20151204;94;82;112;44;60
260;20151205;79;72;91;0;0
260;20151206;105;74;124;28;7
260;20151207;105;88;124;27;6
260;20151208;98;73;120;36;31
260;20151209;76;54;99;0;0
260;20151210;59;49;77;4;1
260;20151211;70;54;88;94;107
260;20151212;76;33;117;42;24
260;20151213;68;39;117;28;24
260;20151214;76;64;100;0;0
260;20151215;74;48;91;0;-1
260;20151216;114;89;129;103;45
260;20151217;136;124;153;4;1
260;20151218;118;106;130;4;2
260;20151219;122;106;141;1;1
260;20151220;116;97;137;12;2
260;20151221;104;84;118;50;43
260;20151222;130;103;144;20;13
260;20151223;106;73;133;4;4
260;20151224;98;64;134;10;13
260;20151225;96;65;140;22;10
260;20151226;131;111;144;0;0
260;20151227;118;102;131;0;-1
260;20151228;89;65;121;0;0
260;20151229;75;54;103;0;0
260;20151230;69;49;91;0;0
260;20151231;78;55;105;17;17
260;20160101;41;-2;75;0;0
260;20160102;54;46;63;70;33
260;20160103;69;52;82;112;88
260;20160104;57;38;70;115;112
260;20160105;68;47;77;7;3
260;20160106;26;16;47;4;5
260;20160107;61;35;79;58;108
260;20160108;54;14;83;0;0
260;20160109;56;10;79;5;3
260;20160110;69;50;90;22;43
260;20160111;48;21;67;20;19
260;20160112;58;47;72;72;104
260;20160113;50;24;70;33;28
260;20160114;35;16;53;101;134
260;20160115;24;-12;40;0;-1
260;20160116;27;-16;56;12;16
260;20160117;-10;-56;30;0;-1
260;20160118;-33;-67;0;0;0
260;20160119;-25;-80;7;0;-1
260;20160120;12;-37;53;0;-1
260;20160121;-12;-43;15;0;0
260;20160122;9;-22;57;50;41
260;20160123;66;28;90;0;0
260;20160124;77;50;104;47;22
260;20160125;107;74;146;0;0
260;20160126;92;66;111;31;21
260;20160127;109;86;124;105;131
260;20160128;67;49;90;9;2
260;20160129;85;53;100;43;19
260;20160130;74;51;99;120;187
260;20160131;68;36;108;78;45
260;20160201;115;106;119;21;5
260;20160202;89;65;114;4;2
260;20160203;50;31;70;27;43
260;20160204;51;29;77;51;34
260;20160205;87;50;109;25;8
260;20160206;94;83;106;5;1
260;20160207;85;66;111;44;37
260;20160208;85;70;99;102;110
260;20160209;53;33;82;63;88
260;20160210;48;18;83;56;57
260;20160211;38;-16;83;1;2
260;20160212;27;-17;66;0;-1
260;20160213;18;-20;44;24;5
260;20160214;14;5;26;235;146
260;20160215;23;-31;56;1;1
260;20160216;-3;-50;61;0;0
260;20160217;-13;-52;35;0;0
260;20160218;13;-23;31;51;13
260;20160219;39;12;83;20;5
260;20160220;82;50;111;123;90
260;20160221;104;86;116;79;83
260;20160222;68;44;113;58;35
260;20160223;43;8;79;14;33
260;20160224;23;-14;65;6;4
260;20160225;18;-10;54;9;19
260;20160226;21;-7;55;0;0
260;20160227;22;-16;63;0;0
260;20160228;22;-17;66;0;0
260;20160229;13;-43;67;0;0
260;20160301;20;-54;86;75;61
260;20160302;53;27;90;55;68
260;20160303;39;-4;84;7;8
260;20160304;10;-25;32;95;125
260;20160305;5;-45;64;3;2
260;20160306;30;7;73;19;17
260;20160307;25;-8;78;15;25
260;20160308;36;-22;83;0;-1
260;20160309;44;14;81;0;0
260;20160310;41;-12;92;0;0
260;20160311;32;-15;85;0;0
260;20160312;31;-27;101;0;0
260;20160313;39;-16;99;0;0
260;20160314;41;-20;104;0;0
260;20160315;46;-6;83;0;0
260;20160316;44;-2;90;0;0
260;20160317;57;0;120;0;0
260;20160318;52;24;68;0;-1
260;20160319;62;51;75;0;0
260;20160320;68;42;96;19;7
260;20160321;72;58;93;11;12
260;20160322;76;46;101;1;1
260;20160323;76;62;101;12;3
260;20160324;79;66;99;4;1
260;20160325;65;0;96;87;44
260;20160326;95;6;149;0;0
260;20160327;91;55;133;51;73
260;20160328;97;75;129;12;9
260;20160329;78;55;112;58;83
260;20160330;81;43;117;5;12
260;20160331;76;31;116;0;0
260;20160401;72;12;130;0;0
260;20160402;101;37;134;0;-1
260;20160403;152;121;204;33;97
260;20160404;124;75;158;28;63
260;20160405;106;80;133;41;14
260;20160406;89;68;117;26;41
260;20160407;73;53;104;24;41
260;20160408;67;16;115;25;22
260;20160409;92;10;149;0;0
260;20160410;107;52;157;25;17
260;20160411;132;73;182;0;-1
260;20160412;116;50;167;21;30
260;20160413;90;36;158;0;0
260;20160414;106;29;167;0;0
260;20160415;103;89;141;108;101
260;20160416;86;54;118;20;7
260;20160417;62;10;106;25;43
260;20160418;81;-1;130;0;-1
260;20160419;97;40;136;0;0
260;20160420;86;30;138;0;0
260;20160421;101;27;166;0;0
260;20160422;87;57;125;0;0
260;20160423;62;30;93;30;30
260;20160424;46;21;88;11;22
260;20160425;49;17;80;33;41
260;20160426;48;13;77;49;119
260;20160427;60;32;107;27;28
260;20160428;58;7;93;9;10
260;20160429;74;46;106;47;100
260;20160430;77;28;112;0;0
260;20160501;79;-1;141;0;0
260;20160502;115;16;179;1;1
260;20160503;97;30;140;18;35
260;20160504;95;17;160;0;0
260;20160505;128;29;188;0;0
260;20160506;164;81;236;0;0
260;20160507;195;94;258;0;0
260;20160508;201;127;252;0;0
260;20160509;202;142;253;0;0
260;20160510;189;154;221;0;-1
260;20160511;204;141;255;0;-1
260;20160512;202;144;251;0;0
260;20160513;154;97;222;0;0
260;20160514;89;64;121;0;-1
260;20160515;86;53;121;1;1
260;20160516;93;40;136;5;3
260;20160517;123;50;181;0;0
260;20160518;136;83;187;3;4
260;20160519;134;104;173;4;2
260;20160520;137;107;186;10;5
260;20160521;179;107;234;0;-1
260;20160522;155;129;190;102;153
260;20160523;120;105;133;158;184
260;20160524;114;98;146;0;-1
260;20160525;118;77;145;4;1
260;20160526;137;56;193;0;0
260;20160527;160;106;209;0;0
260;20160528;176;112;227;0;-1
260;20160529;172;140;205;6;4
260;20160530;162;153;180;32;66
260;20160531;182;131;226;0;0
260;20160601;192;154;243;4;15
260;20160602;153;137;172;0;-1
260;20160603;164;137;214;0;-1
260;20160604;201;141;275;1;5
260;20160605;200;137;256;0;0
260;20160606;189;117;256;0;0
260;20160607;201;153;265;0;-1
260;20160608;161;127;216;0;0
260;20160609;153;110;203;0;0
260;20160610;164;108;212;0;-1
260;20160611;162;120;208;44;13
260;20160612;166;135;211;26;33
260;20160613;159;146;190;15;26
260;20160614;152;111;191;49;224
260;20160615;146;113;187;19;62
260;20160616;157;92;211;38;26
260;20160617;151;111;195;52;40
260;20160618;141;99;171;11;11
260;20160619;153;121;189;0;-1
260;20160620;155;141;168;90;182
260;20160621;170;134;201;19;39
260;20160622;201;147;249;0;0
260;20160623;220;182;284;55;495
260;20160624;192;133;227;3;7
260;20160625;154;109;193;25;14
260;20160626;149;121;183;24;190
260;20160627;149;109;189;20;23
260;20160628;167;92;218;13;50
260;20160629;160;132;202;30;16
260;20160630;164;144;192;32;76
260;20160701;169;143;198;17;22
260;20160702;154;120;187;9;15
260;20160703;147;99;198;39;178
260;20160704;170;86;228;0;0
260;20160705;154;115;181;12;19
260;20160706;149;94;194;15;5
260;20160707;168;83;221;0;0
260;20160708;175;151;212;25;47
260;20160709;197;146;236;0;0
260;20160710;213;159;274;0;0
260;20160711;186;162;217;0;0
260;20160712;166;125;203;38;99
260;20160713;145;111;183;18;42
260;20160714;145;87;192;0;0
260;20160715;166;91;213;0;0
260;20160716;197;169;226;0;0
260;20160717;198;145;238;0;-1
260;20160718;202;132;265;0;0
260;20160719;228;120;295;0;0
260;20160720;254;188;329;0;0
260;20160721;218;164;274;0;0
260;20160722;211;168;261;36;117
260;20160723;211;176;253;0;0
260;20160724;207;155;255;0;0
260;20160725;182;126;224;3;5
260;20160726;184;114;234;0;0
260;20160727;179;160;213;63;64
260;20160728;190;154;235;6;5
260;20160729;183;154;212;9;38
260;20160730;177;160;209;29;72
260;20160731;170;129;205;6;2
260;20160801;165;131;210;11;68
260;20160802;166;136;186;121;83
260;20160803;190;164;217;62;19
260;20160804;173;150;208;0;-1
260;20160805;176;129;216;0;0
260;20160806;164;105;224;20;64
260;20160807;184;105;228;0;0
260;20160808;172;125;205;6;1
260;20160809;144;103;185;29;74
260;20160810;128;69;168;15;13
260;20160811;136;67;163;123;96
260;20160812;189;163;226;23;16
260;20160813;176;143;215;0;0
260;20160814;170;96;217;0;0
260;20160815;161;82;217;0;0
260;20160816;163;114;210;0;0
260;20160817;172;100;234;0;0
260;20160818;177;97;242;0;0
260;20160819;181;98;243;17;34
260;20160820;178;148;229;6;54
260;20160821;167;147;198;56;145
260;20160822;180;142;227;57;32
260;20160823;210;140;269;0;0
260;20160824;228;170;302;0;0
260;20160825;243;172;310;0;0
260;20160826;221;176;262;0;0
260;20160827;216;161;265;4;11
260;20160828;205;177;246;3;4
260;20160829;172;100;214;3;2
260;20160830;162;85;238;0;0
260;20160831;174;86;254;0;0
260;20160901;172;102;229;0;0
260;20160902;166;97;217;14;10
260;20160903;185;144;229;9;10
260;20160904;179;157;213;9;28
260;20160905;173;115;228;0;-1
