STN;YYYYMMDD;TG;TN;TX;DR;RH
260;20160906;177;113;242;0;0
260;20160907;183;114;268;0;0
260;20160908;196;116;276;0;0
260;20160909;169;117;229;0;0
260;20160910;184;113;257;0;0
260;20160911;185;148;217;19;12
260;20160912;209;150;281;0;0
260;20160913;235;152;312;0;0
260;20160914;230;153;314;0;0
260;20160915;226;165;290;10;42
260;20160916;174;155;212;6;12
260;20160917;173;137;216;0;0
260;20160918;167;142;207;0;0
260;20160919;144;95;198;0;0
260;20160920;145;79;200;0;0
260;20160921;147;83;207;0;0
260;20160922;138;69;213;0;0
260;20160923;136;73;203;0;-1
260;20160924;152;83;236;0;0
260;20160925;163;121;243;13;35
260;20160926;135;76;191;0;0
260;20160927;145;56;204;0;0
260;20160928;187;162;216;0;-1
260;20160929;159;138;177;17;27
260;20160930;145;108;187;0;-1
260;20161001;135;99;176;5;10
260;20161002;121;88;157;32;107
260;20161003;145;111;190;0;-1
260;20161004;130;99;173;0;0
260;20161005;98;54;141;0;0
260;20161006;94;39;127;0;0
260;20161007;118;100;145;0;0
260;20161008;110;65;142;0;-1
260;20161009;79;13;145;5;4
260;20161010;79;19;135;0;0
260;20161011;80;3;131;0;-1
260;20161012;89;68;110;0;0
260;20161013;91;77;114;0;0
260;20161014;99;73;134;34;47
260;20161015;107;89;137;59;41
260;20161016;133;82;188;0;-1
260;20161017;121;82;163;4;2
260;20161018;102;75;128;37;117
260;20161019;88;44;120;43;134
260;20161020;85;27;120;28;9
260;20161021;76;15;127;4;2
260;20161022;67;10;104;0;0
260;20161023;48;-7;116;0;0
260;20161024;71;41;95;0;0
260;20161025;87;79;101;0;0
260;20161026;95;40;126;0;-1
260;20161027;118;104;138;0;0
260;20161028;131;103;148;0;-1
260;20161029;96;52;154;0;0
260;20161030;87;41;153;0;0
260;20161031;85;29;162;0;0
260;20161101;81;40;138;6;2
260;20161102;72;22;117;22;42
260;20161103;67;8;120;6;6
260;20161104;76;63;97;33;27
260;20161105;69;49;108;35;31
260;20161106;61;24;93;37;51
260;20161107;42;-1;57;19;17
260;20161108;19;-29;56;14;15
260;20161109;30;5;43;88;37
260;20161110;40;31;52;97;139
260;20161111;18;-31;58;9;2
260;20161112;20;-33;50;17;8
260;20161113;27;-10;47;48;17
260;20161114;31;-23;69;68;39
260;20161115;108;69;129;118;35
260;20161116;119;93;142;67;56
260;20161117;93;76;115;79;120
260;20161118;60;32;82;13;7
260;20161119;58;40;81;0;-1
260;20161120;84;48;125;41;46
260;20161121;120;81;139;54;49
260;20161122;110;65;136;0;0
260;20161123;79;37;111;0;0
260;20161124;66;30;87;0;0
260;20161125;33;-6;84;0;0
260;20161126;-1;-26;36;0;0
260;20161127;56;-10;94;0;-1
260;20161128;-3;-41;42;0;0
260;20161129;-31;-70;43;0;0
260;20161130;20;-70;68;0;0
260;20161201;79;51;94;0;-1
260;20161202;52;-25;94;21;9
260;20161203;-1;-43;81;0;0
260;20161204;-14;-50;40;0;0
260;20161205;-27;-69;41;0;0
260;20161206;1;-53;54;0;0
260;20161207;63;18;95;0;0
260;20161208;82;64;96;5;1
260;20161209;91;74;104;0;0
260;20161210;78;66;92;72;49
260;20161211;85;69;96;28;17
260;20161212;53;8;76;0;0
260;20161213;66;53;75;3;1
260;20161214;73;48;91;0;0
260;20161215;65;52;79;0;0
260;20161216;54;27;75;0;0
260;20161217;61;32;85;0;-1
260;20161218;62;26;91;0;0
260;20161219;43;-2;75;0;0
260;20161220;-6;-27;10;0;0
260;20161221;41;0;71;40;24
260;20161222;59;48;69;35;15
260;20161223;60;43;80;20;8
260;20161224;79;61;97;17;10
260;20161225;104;81;117;9;5
260;20161226;83;61;118;7;19
260;20161227;66;30;93;18;11
260;20161228;10;-31;43;0;0
260;20161229;-22;-40;-8;0;-1
260;20161230;-11;-40;15;0;-1
260;20161231;18;8;33;5;2
260;20170101;5;-8;19;50;19
260;20170102;30;-3;68;10;5
260;20170103;50;15;71;6;7
260;20170104;58;26;73;11;18
260;20170105;0;-59;33;0;-1
260;20170106;-30;-65;-3;0;0
260;20170107;-2;-21;34;94;52
260;20170108;43;28;61;0;0
260;20170109;48;33;59;41;48
260;20170110;53;29;66;48;38
260;20170111;72;57;104;16;5
260;20170112;52;2;74;80;143
260;20170113;31;2;56;54;96
260;20170114;18;1;48;36;51
260;20170115;7;-18;48;0;0
260;20170116;-16;-44;12;0;-1
260;20170117;-34;-50;13;0;0
260;20170118;-38;-53;-19;0;-1
260;20170119;-20;-56;31;0;0
260;20170120;-3;-52;51;0;0
260;20170121;-2;-52;50;0;0
260;20170122;-17;-74;37;0;0
260;20170123;16;-3;31;0;-1
260;20170124;8;0;21;4;3
260;20170125;-11;-43;6;0;0
260;20170126;-28;-53;6;0;0
260;20170127;8;-70;51;0;0
260;20170128;54;20;81;0;-1
260;20170129;47;31;65;42;36
260;20170130;49;28;72;80;65
260;20170131;37;26;61;0;0
260;20170201;34;5;54;30;12
260;20170202;86;52;125;18;10
260;20170203;86;63;119;3;1
260;20170204;57;26;74;89;83
260;20170205;44;-11;77;0;-1
260;20170206;43;-10;66;0;0
260;20170207;24;9;39;104;25
260;20170208;0;-11;9;7;2
260;20170209;-16;-30;-10;0;-1
260;20170210;-23;-45;-13;14;2
260;20170211;-4;-17;10;71;45
260;20170212;7;-6;25;7;3
260;20170213;22;-14;71;0;0
260;20170214;38;-5;94;0;0
260;20170215;74;3;135;0;-1
260;20170216;68;55;99;2;5
260;20170217;70;52;86;12;6
260;20170218;56;32;103;0;0
260;20170219;62;32;92;8;6
260;20170220;91;72;109;57;53
260;20170221;96;86;111;13;3
260;20170222;95;78;108;128;175
260;20170223;80;42;105;153;145
260;20170224;45;-6;87;5;6
260;20170225;58;18;89;21;7
260;20170226;87;67;106;28;21
260;20170227;87;43;106;41;138
260;20170228;47;32;65;35;28
260;20170301;63;32;94;58;35
260;20170302;66;42;82;50;84
260;20170303;59;12;88;15;11
260;20170304;92;62;132;37;61
260;20170305;69;38;106;40;38
260;20170306;60;32;95;22;23
260;20170307;67;45;94;1;1
260;20170308;59;8;106;86;137
260;20170309;77;7;128;4;1
260;20170310;65;-9;112;0;0
260;20170311;73;15;130;0;0
260;20170312;79;14;148;0;0
260;20170313;65;-5;137;0;0
260;20170314;88;32;149;0;0
260;20170315;90;16;139;0;0
260;20170316;94;11;168;0;0
260;20170317;83;67;103;36;57
260;20170318;97;74;127;80;62
260;20170319;113;98;127;10;2
260;20170320;103;88;115;98;94
260;20170321;75;13;98;0;-1
260;20170322;63;-3;124;0;0
260;20170323;82;19;140;0;0
260;20170324;84;31;142;0;0
260;20170325;85;21;143;0;0
260;20170326;80;33;130;0;0
260;20170327;92;18;174;0;0
260;20170328;113;6;197;1;1
260;20170329;126;103;147;0;-1
260;20170330;157;108;218;0;0
260;20170331;145;89;218;5;14
260;20170401;108;60;141;0;-1
260;20170402;103;44;169;0;0
260;20170403;81;27;143;0;0
260;20170404;98;22;165;0;0
260;20170405;92;62;128;0;0
260;20170406;81;38;118;0;-1
260;20170407;105;73;138;0;0
260;20170408;96;29;155;0;0
260;20170409;117;8;210;0;0
260;20170410;98;41;155;0;0
260;20170411;96;23;138;0;0
260;20170412;98;83;119;21;8
260;20170413;93;60;133;0;-1
260;20170414;99;65;130;0;-1
260;20170415;96;65;121;40;34
260;20170416;79;50;108;31;29
260;20170417;65;27;109;54;86
260;20170418;61;8;111;0;-1
260;20170419;39;-13;83;0;0
260;20170420;69;-34;129;0;0
260;20170421;111;82;149;16;8
260;20170422;78;40;113;20;6
260;20170423;66;20;114;1;1
260;20170424;93;52;130;30;27
260;20170425;59;21;99;11;20
260;20170426;50;-14;104;4;3
260;20170427;61;-20;109;2;2
260;20170428;76;30;117;20;19
260;20170429;76;5;140;0;-1
260;20170430;123;33;184;0;0
260;20170501;117;82;137;27;9
260;20170502;100;47;152;67;47
260;20170503;107;77;152;56;35
260;20170504;104;77;133;0;-1
260;20170505;89;66;111;0;-1
260;20170506;128;59;188;0;0
260;20170507;117;86;162;0;0
260;20170508;97;43;153;0;-1
260;20170509;80;11;138;0;0
260;20170510;90;-1;159;0;0
260;20170511;154;47;228;8;3
260;20170512;155;120;212;34;125
260;20170513;140;85;190;22;100
260;20170514;134;66;199;6;19
260;20170515;149;55;212;0;-1
260;20170516;204;152;262;0;-1
260;20170517;223;144;284;0;0
260;20170518;165;144;211;14;3
260;20170519;136;105;167;2;1
260;20170520;125;74;173;5;12
260;20170521;144;54;202;0;0
260;20170522;176;81;246;0;0
260;20170523;161;99;210;0;0
260;20170524;159;90;223;0;0
260;20170525;174;92;230;0;0
260;20170526;203;110;266;0;0
260;20170527;229;160;319;0;0
260;20170528;205;149;266;0;0
260;20170529;219;154;286;4;3
260;20170530;183;155;212;0;0
260;20170531;174;107;222;0;0
260;20170601;166;75;234;0;0
260;20170602;198;108;266;0;0
260;20170603;184;143;237;6;21
260;20170604;154;87;195;0;0
260;20170605;171;84;229;0;0
260;20170606;141;110;174;70;105
260;20170607;140;113;174;32;51
260;20170608;168;117;232;5;3
260;20170609;165;130;196;60;212
260;20170610;178;117;239;0;0
260;20170611;199;121;271;0;-1
260;20170612;161;145;178;0;-1
260;20170613;163;93;208;0;0
260;20170614;174;75;244;0;0
260;20170615;200;120;264;0;0
260;20170616;162;129;180;0;0
260;20170617;186;129;232;0;0
260;20170618;208;111;278;0;0
260;20170619;236;137;309;0;0
260;20170620;216;149;274;0;0
260;20170621;214;131;291;0;0
260;20170622;229;171;308;8;13
260;20170623;196;168;232;0;0
260;20170624;171;163;179;67;55
260;20170625;175;154;190;29;46
260;20170626;168;123;206;0;0
260;20170627;173;113;218;12;28
260;20170628;180;150;219;48;31
260;20170629;175;133;217;1;1
260;20170630;162;116;208;30;42
260;20170701;161;139;210;69;69
260;20170702;156;89;196;8;6
260;20170703;166;81;220;8;10
260;20170704;186;150;232;0;-1
260;20170705;190;120;248;0;0
260;20170706;199;108;265;41;170
260;20170707;206;153;260;0;-1
260;20170708;186;113;245;0;-1
260;20170709;172;91;232;0;0
260;20170710;196;140;259;4;1
260;20170711;177;153;207;30;33
260;20170712;149;89;182;111;268
260;20170713;146;74;205;0;0
260;20170714;142;80;186;25;176
260;20170715;172;109;215;0;-1
260;20170716;186;160;221;10;12
260;20170717;186;130;231;0;-1
260;20170718;199;120;252;0;0
260;20170719;235;180;294;1;1
260;20170720;191;135;242;29;210
260;20170721;182;128;227;0;0
260;20170722;194;145;242;22;35
260;20170723;160;132;191;32;112
260;20170724;161;119;202;30;25
260;20170725;167;140;200;33;83
260;20170726;190;138;236;2;1
260;20170727;185;162;214;0;-1
260;20170728;172;148;210;14;17
260;20170729;182;162;205;40;76
260;20170730;188;133;229;3;14
260;20170731;181;126;228;0;-1
260;20170801;178;125;227;0;0
260;20170802;176;135;220;51;30
260;20170803;190;165;225;18;17
260;20170804;183;154;218;5;6
260;20170805;159;106;204;14;18
260;20170806;158;90;217;0;0
260;20170807;168;88;226;0;0
260;20170808;162;141;196;51;65
260;20170809;167;123;213;0;-1
260;20170810;157;97;205;18;24
260;20170811;167;120;203;8;2
260;20170812;168;125;216;56;44
260;20170813;162;100;215;0;0
260;20170814;179;105;241;0;0
260;20170815;179;136;218;19;15
260;20170816;176;116;233;0;0
260;20170817;173;121;199;29;23
260;20170818;169;130;201;14;62
260;20170819;154;127;196;47;104
260;20170820;158;115;198;0;-1
260;20170821;159;112;208;0;0
260;20170822;182;129;235;0;0
260;20170823;196;129;250;0;0
260;20170824;179;111;222;0;-1
260;20170825;169;102;234;0;0
260;20170826;182;100;250;0;0
260;20170827;178;110;247;0;0
260;20170828;187;106;268;0;0
260;20170829;210;122;290;5;15
260;20170830;178;135;225;92;88
260;20170831;144;95;197;33;20
260;20170901;147;98;193;13;3
260;20170902;133;77;194;0;0
260;20170903;130;57;200;0;0
260;20170904;158;84;216;0;0
260;20170905;186;158;217;4;6
260;20170906;159;136;183;32;37
260;20170907;156;130;185;19;28
260;20170908;151;139;158;143;172
260;20170909;132;82;177;75;125
260;20170910;139;82;177;7;9
260;20170911;141;117;174;51;95
260;20170912;146;122;183;2;1
260;20170913;141;108;176;64;125
260;20170914;117;102;144;65;207
260;20170915;125;97;164;35;41
260;20170916;106;62;129;148;139
260;20170917;108;48;172;0;-1
260;20170918;120;74;162;12;8
260;20170919;120;80;174;0;-1
260;20170920;135;80;175;5;6
260;20170921;134;89;186;0;0
260;20170922;119;58;192;5;8
260;20170923;109;39;183;0;0
260;20170924;121;45;204;0;0
260;20170925;142;97;181;0;0
260;20170926;132;86;172;0;0
260;20170927;136;66;202;0;0
260;20170928;158;127;206;20;11
260;20170929;171;127;227;21;166
260;20170930;131;77;157;37;24
260;20171001;141;97;174;0;-1
260;20171002;156;134;179;13;6
260;20171003;136;118;164;6;16
260;20171004;130;114;152;25;28
260;20171005;129;103;160;85;252
260;20171006;116;95;150;19;32
260;20171007;122;106;143;76;159
260;20171008;121;97;147;2;1
260;20171009;121;101;134;37;104
260;20171010;143;124;158;10;3
260;20171011;148;142;161;2;2
260;20171012;134;108;161;2;2
260;20171013;153;109;182;0;0
260;20171014;148;96;199;0;0
260;20171015;158;93;221;0;0
260;20171016;186;137;244;0;0
260;20171017;129;82;166;0;0
260;20171018;137;104;186;0;0
260;20171019;157;101;204;0;-1
260;20171020;137;104;167;33;73
260;20171021;132;104;175;6;5
260;20171022;108;96;132;118;132
260;20171023;126;103;152;4;1
260;20171024;153;130;171;27;8
260;20171025;142;90;171;0;-1
260;20171026;140;127;175;0;0
260;20171027;118;99;144;3;4
260;20171028;124;93;153;23;16
260;20171029;107;68;152;18;10
260;20171030;83;45;121;0;-1
260;20171031;101;82;112;0;-1
260;20171101;112;96;135;0;0
260;20171102;98;38;140;0;-1
260;20171103;88;34;124;8;5
260;20171104;106;74;131;36;30
260;20171105;78;50;109;37;48
260;20171106;48;-5;109;8;4
260;20171107;33;-13;98;0;0
260;20171108;59;24;76;0;0
260;20171109;87;62;111;16;14
260;20171110;92;58;118;26;29
260;20171111;66;38;94;41;37
260;20171112;52;32;64;65;74
260;20171113;62;10;103;11;13
260;20171114;77;27;92;18;4
260;20171115;94;85;102;64;23
260;20171116;93;62;107;24;18
260;20171117;56;6;110;0;0
260;20171118;69;35;96;32;50
260;20171119;67;44;99;8;19
260;20171120;78;46;118;124;97
260;20171121;115;106;124;35;13
260;20171122;114;105;133;9;13
260;20171123;111;82;144;10;8
260;20171124;69;43;92;28;16
260;20171125;37;-6;74;1;2
260;20171126;53;30;80;17;57
260;20171127;67;47;91;91;152
260;20171128;54;12;78;8;9
260;20171129;29;6;40;1;1
260;20171130;15;-24;46;8;6
260;20171201;0;-28;31;0;-1
260;20171202;-4;-12;6;0;-1
260;20171203;37;3;66;49;20
260;20171204;70;52;91;23;25
260;20171205;76;54;91;0;0
260;20171206;80;69;92;0;0
260;20171207;59;43;72;33;78
260;20171208;26;3;61;66;154
260;20171209;21;4;46;74;125
260;20171210;11;0;41;79;128
260;20171211;-1;-29;16;107;98
260;20171212;18;3;41;8;5
260;20171213;40;8;64;81;138
260;20171214;33;4;54;57;150
260;20171215;26;-2;43;7;2
260;20171216;27;1;62;12;14
260;20171217;25;-28;63;42;49
260;20171218;59;22;80;22;8
260;20171219;52;13;75;0;-1
260;20171220;75;49;87;19;3
260;20171221;84;76;93;14;3
260;20171222;86;73;96;65;25
260;20171223;87;80;94;0;-1
260;20171224;82;72;96;35;7
260;20171225;74;45;91;22;4
260;20171226;58;46;74;20;12
260;20171227;51;36;66;94;73
260;20171228;39;24;53;4;7
260;20171229;28;-7;67;63;67
260;20171230;88;39;122;50;37
260;20171231;106;85;137;153;393
260;20180101;68;52;88;69;47
260;20180102;65;45;91;62;45
260;20180103;88;54;112;51;95
260;20180104;82;68;107;16;6
260;20180105;64;44;87;24;27
260;20180106;45;22;66;0;0
260;20180107;10;-12;31;0;0
260;20180108;11;-14;39;0;0
260;20180109;30;-2;61;0;0
260;20180110;69;58;76;58;26
260;20180111;57;28;76;0;0
260;20180112;50;41;59;0;0
260;20180113;42;12;62;0;0
260;20180114;29;8;52;0;0
260;20180115;52;17;80;95;133
260;20180116;52;25;69;39;83
260;20180117;46;20;60;22;27
260;20180118;47;5;102;65;111
260;20180119;37;14;69;31;54
260;20180120;22;8;36;20;11
260;20180121;30;-4;69;27;21
260;20180122;63;20;84;19;6
260;20180123;81;46;112;40;15
260;20180124;117;73;144;41;42
260;20180125;77;50;92;1;1
260;20180126;54;25;86;0;0
260;20180127;58;44;72;36;11
260;20180128;97;69;108;0;-1
260;20180129;88;46;107;28;52
260;20180130;47;21;74;0;0
260;20180131;65;32;95;64;38
260;20180201;34;19;61;43;44
260;20180202;44;-5;68;45;50
260;20180203;20;-4;46;22;17
260;20180204;17;-4;36;0;-1
260;20180205;10;-21;34;0;0
260;20180206;-21;-46;20;0;0
260;20180207;-22;-68;19;0;0
260;20180208;10;-25;47;0;0
260;20180209;6;-9;22;5;1
260;20180210;29;2;70;2;1
260;20180211;45;21;73;31;51
260;20180212;30;7;63;0;-1
260;20180213;20;-12;63;0;0
260;20180214;19;-22;55;0;0
260;20180215;43;5;99;38;35
260;20180216;32;-21;87;0;0
260;20180217;9;-36;76;0;0
260;20180218;7;-49;73;0;0
260;20180219;12;-25;34;0;-1
260;20180220;8;-38;46;0;0
260;20180221;3;-39;47;0;0
260;20180222;2;-30;50;0;0
260;20180223;-5;-38;35;0;0
260;20180224;-4;-34;33;0;0
260;20180225;-22;-49;11;0;0
260;20180226;-33;-59;0;0;-1
260;20180227;-36;-64;2;0;-1
260;20180228;-66;-85;-46;0;-1
260;20180301;-47;-83;-7;0;0
260;20180302;-37;-72;-5;0;-1
260;20180303;-17;-45;12;0;-1
260;20180304;50;-22;113;22;19
260;20180305;66;32;120;0;0
260;20180306;56;10;101;0;0
260;20180307;59;8;95;40;35
260;20180308;48;12;83;32;47
260;20180309;65;29;97;51;29
260;20180310;114;71;151;66;43
260;20180311;102;71;139;10;12
260;20180312;103;74;143;18;12
260;20180313;56;37;89;76;71
260;20180314;58;-4;111;0;-1
260;20180315;73;36;107;31;10
260;20180316;38;0;62;6;4
260;20180317;-14;-26;0;0;-1
260;20180318;-10;-30;12;0;0
260;20180319;-2;-39;47;0;-1
260;20180320;38;-13;79;0;-1
260;20180321;36;-36;80;0;-1
260;20180322;64;41;99;44;33
260;20180323;62;52;73;0;-1
260;20180324;65;0;125;0;0
260;20180325;54;-18;123;0;0
260;20180326;47;0;112;13;15
260;20180327;56;7;98;36;17
260;20180328;59;28;78;108;124
260;20180329;65;36;107;11;2
260;20180330;90;52;135;46;24
260;20180331;72;25;124;47;100
260;20180401;48;6;77;16;7
260;20180402;77;4;121;56;11
260;20180403;127;91;170;18;25
260;20180404;103;78;147;12;49
260;20180405;59;1;99;15;24
260;20180406;88;0;147;0;0
260;20180407;139;86;216;0;0
260;20180408;152;77;234;0;0
260;20180409;126;92;175;0;-1
260;20180410;155;95;200;0;-1
260;20180411;127;85;175;7;21
260;20180412;104;65;146;7;2
260;20180413;100;38;144;0;0
260;20180414;115;69;161;16;10
260;20180415;127;94;172;51;66
260;20180416;114;51;161;2;1
260;20180417;128;47;203;0;0
260;20180418;163;69;235;0;0
260;20180419;192;94;274;0;0
260;20180420;183;100;265;0;0
260;20180421;155;79;221;0;0
260;20180422;179;99;266;0;-1
260;20180423;131;97;166;0;0
260;20180424;129;95;155;3;1
260;20180425;115;85;145;20;52
260;20180426;103;77;137;10;51
260;20180427;103;40;151;2;1
260;20180428;117;49;145;2;5
260;20180429;92;32;122;70;196
260;20180430;95;58;132;131;272
260;20180501;79;26;128;83;92
260;20180502;109;18;169;14;2
260;20180503;104;41;156;0;0
260;20180504;119;23;185;0;0
260;20180505;147;58;220;0;0
260;20180506;172;62;258;0;0
260;20180507;180;85;253;0;0
260;20180508;191;97;266;0;0
260;20180509;179;100;254;0;0
260;20180510;121;53;167;21;17
260;20180511;123;25;187;0;0
260;20180512;170;72;233;0;0
260;20180513;131;112;163;46;24
260;20180514;187;112;258;0;0
260;20180515;192;126;246;0;0
260;20180516;153;110;207;3;1
260;20180517;114;85;153;0;0
260;20180518;109;81;146;0;0
260;20180519;110;61;141;0;0
260;20180520;154;47;242;0;0
260;20180521;192;91;257;0;0
260;20180522;183;144;243;6;8
260;20180523;188;143;252;9;15
260;20180524;183;133;226;7;6
260;20180525;206;159;261;0;0
260;20180526;230;147;290;0;0
260;20180527;203;153;262;19;19
260;20180528;225;131;297;3;5
260;20180529;221;180;307;32;148
260;20180530;215;168;265;2;1
260;20180531;202;165;240;9;37
260;20180601;176;144;234;15;47
260;20180602;170;148;203;12;12
260;20180603;193;155;235;0;-1
260;20180604;182;158;232;0;0
260;20180605;167;134;208;0;0
260;20180606;198;115;276;0;0
260;20180607;224;128;286;0;0
260;20180608;185;174;199;36;50
260;20180609;198;162;245;0;0
260;20180610;182;129;228;0;0
260;20180611;169;101;224;0;0
260;20180612;148;131;167;0;-1
260;20180613;147;96;194;0;0
260;20180614;157;90;198;12;9
260;20180615;188;148;242;0;0
260;20180616;175;147;213;0;0
260;20180617;156;142;182;0;-1
260;20180618;167;147;192;0;-1
260;20180619;177;138;204;0;-1
260;20180620;191;139;252;0;0
260;20180621;144;116;177;0;-1
260;20180622;133;91;168;0;-1
260;20180623;151;89;200;0;-1
260;20180624;147;107;177;0;-1
260;20180625;165;105;214;0;-1
260;20180626;160;89;215;0;0
260;20180627;179;99;245;0;0
260;20180628;212;145;270;0;0
260;20180629;195;137;261;0;0
260;20180630;213;126;279;0;0
260;20180701;213;156;265;0;0
260;20180702;206;129;269;0;0
260;20180703;196;125;260;0;0
260;20180704;192;132;252;0;-1
260;20180705;189;136;243;0;0
260;20180706;195;130;252;0;0
260;20180707;183;100;249;0;0
260;20180708;186;100;244;0;0
260;20180709;175;115;227;0;-1
260;20180710;161;114;217;4;1
260;20180711;178;93;227;0;0
260;20180712;190;136;246;0;0
260;20180713;185;125;243;0;0
260;20180714;188;108;249;0;0
260;20180715;208;106;287;0;0
260;20180716;226;114;297;0;-1
260;20180717;200;120;260;0;-1
260;20180718;191;104;253;0;0
260;20180719;196;118;259;0;0
260;20180720;191;105;252;0;0
260;20180721;211;147;268;0;0
260;20180722;206;140;272;0;0
260;20180723;225;131;297;0;0
260;20180724;246;159;319;0;0
260;20180725;244;183;302;0;-1
260;20180726;277;192;357;0;-1
260;20180727;297;224;354;0;0
260;20180728;203;134;242;17;52
260;20180729;213;135;267;0;-1
260;20180730;240;168;306;0;0
260;20180731;206;130;266;0;0
260;20180801;204;111;276;0;0
260;20180802;226;145;297;0;0
260;20180803;239;143;307;0;0
260;20180804;224;162;283;0;0
260;20180805;205;144;255;0;0
260;20180806;231;126;313;0;0
260;20180807;259;146;339;8;13
260;20180808;196;120;232;19;32
260;20180809;172;109;230;38;85
260;20180810;165;126;211;45;66
260;20180811;156;110;209;6;1
260;20180812;198;112;271;0;-1
260;20180813;187;162;226;25;106
260;20180814;188;157;224;6;6
260;20180815;197;164;226;0;0
260;20180816;184;149;236;8;13
260;20180817;174;110;232;22;46
260;20180818;178;109;217;0;0
260;20180819;194;170;227;0;0
260;20180820;196;145;231;0;0
260;20180821;200;142;258;0;0
260;20180822;195;136;253;0;0
260;20180823;183;129;222;9;22
260;20180824;155;108;198;20;56
260;20180825;127;91;168;64;166
260;20180826;145;70;196;22;13
260;20180827;171;133;193;9;2
260;20180828;167;101;213;0;0
260;20180829;147;83;197;37;66
260;20180830;150;80;199;0;0
260;20180831;124;69;180;0;0
260;20180901;135;52;208;0;0
260;20180902;159;71;225;0;0
260;20180903;186;145;222;0;-1
260;20180904;206;183;253;0;-1
260;20180905;190;170;228;17;44
260;20180906;166;131;190;36;57
260;20180907;146;122;174;36;54
260;20180908;148;115;184;0;-1
260;20180909;183;133;236;0;-1
260;20180910;174;149;201;0;0
260;20180911;188;149;226;0;0
260;20180912;153;119;184;9;11
260;20180913;130;70;195;0;0
260;20180914;135;48;199;0;0
260;20180915;147;88;203;4;2
260;20180916;146;78;224;0;0
260;20180917;153;76;242;0;0
260;20180918;189;93;246;0;0
260;20180919;191;138;236;0;0
260;20180920;197;164;236;0;0
260;20180921;154;95;200;24;83
260;20180922;121;105;158;68;62
260;20180923;95;58;109;87;97
260;20180924;99;49;154;3;5
260;20180925;94;25;164;0;0
260;20180926;119;39;190;0;0
260;20180927;132;67;215;0;0
260;20180928;114;27;163;0;0
260;20180929;75;10;155;0;0
260;20180930;99;-1;175;0;-1
260;20181001;95;62;133;31;35
260;20181002;117;78;165;42;39
260;20181003;126;84;164;0;-1
260;20181004;147;116;180;0;0
260;20181005;128;73;212;0;0
260;20181006;139;63;210;0;-1
260;20181007;101;36;153;0;0
260;20181008;95;29;169;0;0
260;20181009;109;58;191;0;0
260;20181010;151;50;235;0;0
260;20181011;176;130;229;0;-1
260;20181012;187;147;228;5;1
260;20181013;200;154;263;0;0
260;20181014;174;126;242;0;0
260;20181015;161;107;229;0;0
260;20181016;153;88;243;0;0
260;20181017;132;82;202;0;0
260;20181018;122;73;163;0;-1
260;20181019;92;27;158;0;0
260;20181020;86;15;156;0;0
260;20181021;122;61;165;0;0
260;20181022;108;31;150;2;2
260;20181023;128;79;147;0;-1
260;20181024;140;122;163;10;5
260;20181025;121;109;136;5;3
260;20181026;95;60;118;36;73
260;20181027;71;36;113;19;11
260;20181028;40;7;78;0;0
260;20181029;44;20;61;0;-1
260;20181030;57;37;94;118;192
260;20181031;85;46;114;12;5
260;20181101;104;85;132;64;38
260;20181102;78;23;118;28;19
260;20181103;43;-1;101;0;0
260;20181104;59;6;119;0;0
260;20181105;77;51;112;0;0
260;20181106;124;68;190;0;0
260;20181107;111;87;139;15;11
260;20181108;92;40;137;0;-1
260;20181109;90;58;112;0;-1
260;20181110;116;93;134;55;42
260;20181111;114;82;134;38;68
260;20181112;100;85;117;74;53
260;20181113;102;81;132;4;1
260;20181114;80;38;132;0;0
260;20181115;69;31;128;0;0
260;20181116;34;6;77;0;0
260;20181117;41;10;91;0;0
260;20181118;29;-14;78;0;0
260;20181119;49;28;69;1;1
260;20181120;34;26;44;0;-1
260;20181121;34;18;53;5;1
260;20181122;32;17;43;0;0
260;20181123;32;-8;69;0;-1
260;20181124;24;6;35;0;0
260;20181125;34;19;47;0;0
260;20181126;49;35;60;0;-1
260;20181127;33;14;52;0;0
260;20181128;61;28;95;54;50
260;20181129;102;95;112;112;68
260;20181130;96;63;116;0;0
260;20181201;77;57;96;72;20
260;20181202;120;96;132;112;59
260;20181203;114;74;133;33;26
260;20181204;48;2;96;4;2
260;20181205;55;17;84;47;20
260;20181206;111;84;123;60;21
260;20181207;100;71;118;116;131
260;20181208;91;67;112;80;160
260;20181209;81;55;100;76;105
260;20181210;55;36;77;24;23
260;20181211;39;-9;77;2;1
260;20181212;8;-29;43;0;0
260;20181213;8;-8;25;0;0
260;20181214;9;-8;33;0;0
260;20181215;3;-11;8;7;9
260;20181216;14;-10;33;27;20
260;20181217;56;24;84;63;62
260;20181218;64;44;79;0;0
260;20181219;74;55;98;5;1
260;20181220;75;54;87;20;37
260;20181221;97;74;123;101;140
260;20181222;96;89;108;40;59
260;20181223;71;54;89;126;96
260;20181224;57;32;84;0;-1
260;20181225;56;37;75;0;0
260;20181226;40;15;53;0;0
260;20181227;8;-27;48;0;0
260;20181228;23;-31;54;0;0
260;20181229;79;54;109;11;4
260;20181230;85;62;95;48;10
260;20181231;89;77;100;7;1
260;20190101;77;55;94;20;4
260;20190102;54;41;69;4;2
260;20190103;40;24;66;0;-1
260;20190104;51;19;65;0;-1
260;20190105;70;57;80;8;3
260;20190106;61;31;75;0;-1
260;20190107;67;4;102;12;13
260;20190108;71;37;85;23;37
