STN;YYYYMMDD;FG;FXX;TG;TN;TX;DR;RH
260;20170824;28;100;179;111;222;0;-1
260;20170825;13;50;169;102;234;0;0
260;20170826;15;70;182;100;250;0;0
260;20170827;13;60;178;110;247;0;0
260;20170828;13;60;187;106;268;0;0
260;20170829;20;70;210;122;290;5;15
260;20170830;28;110;178;135;225;92;88
260;20170831;20;80;144;95;197;33;20
260;20170901;14;60;147;98;193;13;3
260;20170902;15;60;133;77;194;0;0
260;20170903;14;70;130;57;200;0;0
260;20170904;23;70;158;84;216;0;0
260;20170905;29;90;186;158;217;4;6
260;20170906;38;130;159;136;183;32;37
260;20170907;33;90;156;130;185;19;28
260;20170908;50;130;151;139;158;143;172
260;20170909;25;110;132;82;177;75;125
260;20170910;50;150;139;82;177;7;9
260;20170911;64;160;141;117;174;51;95
260;20170912;48;140;146;122;183;2;1
260;20170913;70;200;141;108;176;64;125
260;20170914;40;150;117;102;144;65;207
260;20170915;29;90;125;97;164;35;41
260;20170916;18;50;106;62;129;148;139
260;20170917;14;60;108;48;172;0;-1
260;20170918;20;70;120;74;162;12;8
260;20170919;16;70;120;80;174;0;-1
260;20170920;23;70;135;80;175;5;6
260;20170921;23;70;134;89;186;0;0
260;20170922;13;70;119;58;192;5;8
260;20170923;12;40;109;39;183;0;0
260;20170924;19;60;121;45;204;0;0
260;20170925;25;80;142;97;181;0;0
260;20170926;20;50;132;86;172;0;0
260;20170927;23;60;136;66;202;0;0
260;20170928;23;60;158;127;206;20;11
260;20170929;28;100;171;127;227;21;166
260;20170930;15;60;131;77;157;37;24
260;20171001;46;130;141;97;174;0;-1
260;20171002;50;150;156;134;179;13;6
260;20171003;34;120;136;118;164;6;16
260;20171004;42;120;130;114;152;25;28
260;20171005;53;180;129;103;160;85;252
260;20171006;31;120;116;95;150;19;32
260;20171007;42;130;122;106;143;76;159
260;20171008;18;60;121;97;147;2;1
260;20171009;21;80;121;101;134;37;104
260;20171010;40;110;143;124;158;10;3
260;20171011;60;140;148;142;161;2;2
260;20171012;37;120;134;108;161;2;2
260;20171013;38;110;153;109;182;0;0
260;20171014;30;100;148;96;199;0;0
260;20171015;28;80;158;93;221;0;0
260;20171016;29;70;186;137;244;0;0
260;20171017;25;90;129;82;166;0;0
260;20171018;17;50;137;104;186;0;0
260;20171019;28;80;157;101;204;0;-1
260;20171020;56;140;137;104;167;33;73
260;20171021;50;140;132;104;175;6;5
260;20171022;47;140;108;96;132;118;132
260;20171023;34;100;126;103;152;4;1
260;20171024;46;120;153;130;171;27;8
260;20171025;36;120;142;90;171;0;-1
260;20171026;25;70;140;127;175;0;0
260;20171027;30;130;118;99;144;3;4
260;20171028;52;160;124;93;153;23;16
260;20171029;50;180;107;68;152;18;10
260;20171030;22;80;83;45;121;0;-1
260;20171031;36;100;101;82;112;0;-1
260;20171101;33;90;112;96;135;0;0
260;20171102;24;70;98;38;140;0;-1
260;20171103;17;50;88;34;124;8;5
260;20171104;34;120;106;74;131;36;30
260;20171105;23;120;78;50;109;37;48
260;20171106;15;50;48;-5;109;8;4
260;20171107;13;40;33;-13;98;0;0
260;20171108;17;60;59;24;76;0;0
260;20171109;34;100;87;62;111;16;14
260;20171110;43;150;92;58;118;26;29
260;20171111;28;120;66;38;94;41;37
260;20171112;25;110;52;32;64;65;74
260;20171113;28;110;62;10;103;11;13
260;20171114;39;120;77;27;92;18;4
260;20171115;28;60;94;85;102;64;23
260;20171116;28;90;93;62;107;24;18
260;20171117;16;60;56;6;110;0;0
260;20171118;34;130;69;35;96;32;50
260;20171119;32;140;67;44;99;8;19
260;20171120;40;100;78;46;118;124;97
260;20171121;43;120;115;106;124;35;13
260;20171122;63;140;114;105;133;9;13
260;20171123;64;190;111;82;144;10;8
260;20171124;18;70;69;43;92;28;16
260;20171125;26;100;37;-6;74;1;2
260;20171126;37;130;53;30;80;17;57
260;20171127;52;140;67;47;91;91;152
260;20171128;31;90;54;12;78;8;9
260;20171129;19;60;29;6;40;1;1
260;20171130;18;60;15;-24;46;8;6
260;20171201;13;60;0;-28;31;0;-1
260;20171202;23;60;-4;-12;6;0;-1
260;20171203;26;70;37;3;66;49;20
260;20171204;26;90;70;52;91;23;25
260;20171205;32;100;76;54;91;0;0
260;20171206;47;130;80;69;92;0;0
260;20171207;62;150;59;43;72;33;78
260;20171208;41;140;26;3;61;66;154
260;20171209;42;140;21;4;46;74;125
260;20171210;49;130;11;0;41;79;128
260;20171211;47;130;-1;-29;16;107;98
260;20171212;32;90;18;3;41;8;5
260;20171213;56;180;40;8;64;81;138
260;20171214;41;120;33;4;54;57;150
260;20171215;25;80;26;-2;43;7;2
260;20171216;22;110;27;1;62;12;14
260;20171217;30;130;25;-28;63;42;49
260;20171218;31;100;59;22;80;22;8
260;20171219;22;80;52;13;75;0;-1
260;20171220;16;60;75;49;87;19;3
260;20171221;19;70;84;76;93;14;3
260;20171222;13;60;86;73;96;65;25
260;20171223;48;130;87;80;94;0;-1
260;20171224;56;130;82;72;96;35;7
260;20171225;62;130;74;45;91;22;4
260;20171226;62;170;58;46;74;20;12
260;20171227;44;120;51;36;66;94;73
260;20171228;36;120;39;24;53;4;7
260;20171229;48;130;28;-7;67;63;67
260;20171230;57;170;88;39;122;50;37
260;20171231;62;170;106;85;137;153;393
260;20180101;50;190;68;52;88;69;47
260;20180102;45;140;65;45;91;62;45
260;20180103;88;290;88;54;112;51;95
260;20180104;56;180;82;68;107;16;6
260;20180105;40;150;64;44;87;24;27
260;20180106;28;80;45;22;66;0;0
260;20180107;59;120;10;-12;31;0;0
260;20180108;55;110;11;-14;39;0;0
260;20180109;33;100;30;-2;61;0;0
260;20180110;28;60;69;58;76;58;26
260;20180111;16;50;57;28;76;0;0
260;20180112;15;40;50;41;59;0;0
260;20180113;31;90;42;12;62;0;0
260;20180114;43;90;29;8;52;0;0
260;20180115;65;180;52;17;80;95;133
260;20180116;49;190;52;25;69;39;83
260;20180117;53;160;46;20;60;22;27
260;20180118;64;340;47;5;102;65;111
260;20180119;31;110;37;14;69;31;54
260;20180120;27;70;22;8;36;20;11
260;20180121;26;90;30;-4;69;27;21
260;20180122;35;90;63;20;84;19;6
260;20180123;50;130;81;46;112;40;15
260;20180124;70;180;117;73;144;41;42
260;20180125;38;100;77;50;92;1;1
260;20180126;18;50;54;25;86;0;0
260;20180127;50;140;58;44;72;36;11
260;20180128;54;130;97;69;108;0;-1
260;20180129;58;150;88;46;107;28;52
260;20180130;25;80;47;21;74;0;0
260;20180131;54;160;65;32;95;64;38
260;20180201;41;100;34;19;61;43;44
260;20180202;30;120;44;-5;68;45;50
260;20180203;26;110;20;-4;46;22;17
260;20180204;43;140;17;-4;36;0;-1
260;20180205;41;90;10;-21;34;0;0
260;20180206;32;90;-21;-46;20;0;0
260;20180207;21;70;-22;-68;19;0;0
260;20180208;26;60;10;-25;47;0;0
260;20180209;46;120;6;-9;22;5;1
260;20180210;35;130;29;2;70;2;1
260;20180211;57;140;45;21;73;31;51
260;20180212;37;120;30;7;63;0;-1
260;20180213;43;120;20;-12;63;0;0
260;20180214;54;120;19;-22;55;0;0
260;20180215;45;120;43;5;99;38;35
260;20180216;25;90;32;-21;87;0;0
260;20180217;19;50;9;-36;76;0;0
260;20180218;23;60;7;-49;73;0;0
260;20180219;25;70;12;-25;34;0;-1
260;20180220;23;50;8;-38;46;0;0
260;20180221;28;80;3;-39;47;0;0
260;20180222;40;120;2;-30;50;0;0
260;20180223;49;130;-5;-38;35;0;0
260;20180224;66;140;-4;-34;33;0;0
260;20180225;57;110;-22;-49;11;0;0
260;20180226;46;110;-33;-59;0;0;-1
260;20180227;34;90;-36;-64;2;0;-1
260;20180228;65;140;-66;-85;-46;0;-1
260;20180301;94;180;-47;-83;-7;0;0
260;20180302;83;190;-37;-72;-5;0;-1
260;20180303;49;100;-17;-45;12;0;-1
260;20180304;44;130;50;-22;113;22;19
260;20180305;37;90;66;32;120;0;0
260;20180306;24;60;56;10;101;0;0
260;20180307;28;110;59;8;95;40;35
260;20180308;54;190;48;12;83;32;47
260;20180309;33;100;65;29;97;51;29
260;20180310;35;100;114;71;151;66;43
260;20180311;29;120;102;71;139;10;12
260;20180312;30;90;103;74;143;18;12
260;20180313;34;110;56;37;89;76;71
260;20180314;38;100;58;-4;111;0;-1
260;20180315;60;140;73;36;107;31;10
260;20180316;58;130;38;0;62;6;4
260;20180317;93;190;-14;-26;0;0;-1
260;20180318;80;170;-10;-30;12;0;0
260;20180319;53;130;-2;-39;47;0;-1
260;20180320;44;130;38;-13;79;0;-1
260;20180321;28;110;36;-36;80;0;-1
260;20180322;35;100;64;41;99;44;33
260;20180323;41;120;62;52;73;0;-1
260;20180324;25;70;65;0;125;0;0
260;20180325;22;80;54;-18;123;0;0
260;20180326;16;90;47;0;112;13;15
260;20180327;33;100;56;7;98;36;17
260;20180328;28;110;59;28;78;108;124
260;20180329;32;110;65;36;107;11;2
260;20180330;44;120;90;52;135;46;24
260;20180331;20;90;72;25;124;47;100
260;20180401;20;70;48;6;77;16;7
260;20180402;38;110;77;4;121;56;11
260;20180403;50;190;127;91;170;18;25
260;20180404;37;160;103;78;147;12;49
260;20180405;46;150;59;1;99;15;24
260;20180406;55;140;88;0;147;0;0
260;20180407;39;100;139;86;216;0;0
260;20180408;20;60;152;77;234;0;0
260;20180409;32;80;126;92;175;0;-1
260;20180410;30;90;155;95;200;0;-1
260;20180411;23;80;127;85;175;7;21
260;20180412;29;90;104;65;146;7;2
260;20180413;21;70;100;38;144;0;0
260;20180414;20;60;115;69;161;16;10
260;20180415;20;60;127;94;172;51;66
260;20180416;28;100;114;51;161;2;1
260;20180417;30;100;128;47;203;0;0
260;20180418;24;60;163;69;235;0;0
260;20180419;33;100;192;94;274;0;0
260;20180420;23;70;183;100;265;0;0
260;20180421;23;60;155;79;221;0;0
260;20180422;32;110;179;99;266;0;-1
260;20180423;38;110;131;97;166;0;0
260;20180424;47;120;129;95;155;3;1
260;20180425;50;160;115;85;145;20;52
260;20180426;47;140;103;77;137;10;51
260;20180427;29;80;103;40;151;2;1
260;20180428;31;110;117;49;145;2;5
260;20180429;32;130;92;32;122;70;196
260;20180430;42;170;95;58;132;131;272
260;20180501;48;170;79;26;128;83;92
260;20180502;46;130;109;18;169;14;2
260;20180503;24;80;104;41;156;0;0
260;20180504;23;80;119;23;185;0;0
260;20180505;30;90;147;58;220;0;0
260;20180506;25;80;172;62;258;0;0
260;20180507;25;80;180;85;253;0;0
260;20180508;24;90;191;97;266;0;0
260;20180509;22;70;179;100;254;0;0
260;20180510;30;110;121;53;167;21;17
260;20180511;21;70;123;25;187;0;0
260;20180512;28;80;170;72;233;0;0
260;20180513;28;90;131;112;163;46;24
260;20180514;36;90;187;112;258;0;0
260;20180515;35;100;192;126;246;0;0
260;20180516;46;140;153;110;207;3;1
260;20180517;44;110;114;85;153;0;0
260;20180518;33;80;109;81;146;0;0
260;20180519;18;50;110;61;141;0;0
260;20180520;20;80;154;47;242;0;0
260;20180521;35;130;192;91;257;0;0
260;20180522;23;90;183;144;243;6;8
260;20180523;29;110;188;143;252;9;15
260;20180524;31;90;183;133;226;7;6
260;20180525;26;80;206;159;261;0;0
260;20180526;31;80;230;147;290;0;0
260;20180527;30;90;203;153;262;19;19
260;20180528;25;80;225;131;297;3;5
260;20180529;26;170;221;180;307;32;148
260;20180530;20;90;215;168;265;2;1
260;20180531;22;130;202;165;240;9;37
260;20180601;25;80;176;144;234;15;47
260;20180602;27;80;170;148;203;12;12
260;20180603;23;70;193;155;235;0;-1
260;20180604;29;80;182;158;232;0;0
260;20180605;29;70;167;134;208;0;0
260;20180606;23;70;198;115;276;0;0
260;20180607;20;70;224;128;286;0;0
260;20180608;23;70;185;174;199;36;50
260;20180609;30;80;198;162;245;0;0
260;20180610;33;80;182;129;228;0;0
260;20180611;38;100;169;101;224;0;0
260;20180612;32;80;148;131;167;0;-1
260;20180613;30;100;147;96;194;0;0
260;20180614;35;120;157;90;198;12;9
260;20180615;20;60;188;148;242;0;0
260;20180616;30;100;175;147;213;0;0
260;20180617;38;110;156;142;182;0;-1
260;20180618;43;110;167;147;192;0;-1
260;20180619;26;80;177;138;204;0;-1
260;20180620;34;90;191;139;252;0;0
260;20180621;50;140;144;116;177;0;-1
260;20180622;44;150;133;91;168;0;-1
260;20180623;25;80;151;89;200;0;-1
260;20180624;29;80;147;107;177;0;-1
260;20180625;29;90;165;105;214;0;-1
260;20180626;29;90;160;89;215;0;0
260;20180627;34;90;179;99;245;0;0
260;20180628;36;130;212;145;270;0;0
260;20180629;38;100;195;137;261;0;0
260;20180630;41;100;213;126;279;0;0
260;20180701;58;150;213;156;265;0;0
260;20180702;46;120;206;129;269;0;0
260;20180703;37;90;196;125;260;0;0
260;20180704;28;70;192;132;252;0;-1
260;20180705;25;90;189;136;243;0;0
260;20180706;25;60;195;130;252;0;0
260;20180707;22;70;183;100;249;0;0
260;20180708;28;100;186;100;244;0;0
260;20180709;29;90;175;115;227;0;-1
260;20180710;38;130;161;114;217;4;1
260;20180711;31;110;178;93;227;0;0
260;20180712;33;90;190;136;246;0;0
260;20180713;25;80;185;125;243;0;0
260;20180714;26;90;188;108;249;0;0
260;20180715;20;70;208;106;287;0;0
260;20180716;20;70;226;114;297;0;-1
260;20180717;29;100;200;120;260;0;-1
260;20180718;20;70;191;104;253;0;0
260;20180719;24;80;196;118;259;0;0
260;20180720;24;70;191;105;252;0;0
260;20180721;24;90;211;147;268;0;0
260;20180722;23;90;206;140;272;0;0
260;20180723;15;60;225;131;297;0;0
260;20180724;19;80;246;159;319;0;0
260;20180725;25;80;244;183;302;0;-1
260;20180726;24;120;277;192;357;0;-1
260;20180727;40;120;297;224;354;0;0
260;20180728;35;130;203;134;242;17;52
260;20180729;35;120;213;135;267;0;-1
260;20180730;30;140;240;168;306;0;0
260;20180731;30;130;206;130;266;0;0
260;20180801;18;70;204;111;276;0;0
260;20180802;22;80;226;145;297;0;0
260;20180803;23;70;239;143;307;0;0
260;20180804;28;90;224;162;283;0;0
260;20180805;25;90;205;144;255;0;0
260;20180806;19;60;231;126;313;0;0
260;20180807;18;120;259;146;339;8;13
260;20180808;39;120;196;120;232;19;32
260;20180809;34;160;172;109;230;38;85
260;20180810;49;140;165;126;211;45;66
260;20180811;31;100;156;110;209;6;1
260;20180812;25;90;198;112;271;0;-1
260;20180813;25;90;187;162;226;25;106
260;20180814;31;100;188;157;224;6;6
260;20180815;33;120;197;164;226;0;0
260;20180816;34;110;184;149;236;8;13
260;20180817;18;80;174;110;232;22;46
260;20180818;29;90;178;109;217;0;0
260;20180819;40;120;194;170;227;0;0
260;20180820;22;60;196;145;231;0;0
260;20180821;13;50;200;142;258;0;0
260;20180822;19;80;195;136;253;0;0
260;20180823;33;100;183;129;222;9;22
260;20180824;37;130;155;108;198;20;56
260;20180825;27;210;127;91;168;64;166
260;20180826;41;150;145;70;196;22;13
260;20180827;40;120;171;133;193;9;2
260;20180828;19;60;167;101;213;0;0
260;20180829;19;80;147;83;197;37;66
260;20180830;25;80;150;80;199;0;0
260;20180831;10;50;124;69;180;0;0
260;20180901;15;60;135;52;208;0;0
260;20180902;25;80;159;71;225;0;0
260;20180903;24;70;186;145;222;0;-1
260;20180904;17;60;206;183;253;0;-1
260;20180905;27;90;190;170;228;17;44
260;20180906;16;80;166;131;190;36;57
260;20180907;37;120;146;122;174;36;54
260;20180908;33;100;148;115;184;0;-1
260;20180909;31;100;183;133;236;0;-1
260;20180910;32;100;174;149;201;0;0
260;20180911;48;140;188;149;226;0;0
260;20180912;24;110;153;119;184;9;11
260;20180913;13;60;130;70;195;0;0
260;20180914;30;90;135;48;199;0;0
260;20180915;25;80;147;88;203;4;2
260;20180916;24;90;146;78;224;0;0
260;20180917;23;80;153;76;242;0;0
260;20180918;44;140;189;93;246;0;0
260;20180919;45;140;191;138;236;0;0
260;20180920;42;130;197;164;236;0;0
260;20180921;61;170;154;95;200;24;83
260;20180922;35;120;121;105;158;68;62
260;20180923;20;90;95;58;109;87;97
260;20180924;25;140;99;49;154;3;5
260;20180925;15;50;94;25;164;0;0
260;20180926;28;100;119;39;190;0;0
260;20180927;21;80;132;67;215;0;0
260;20180928;31;110;114;27;163;0;0
260;20180929;9;60;75;10;155;0;0
260;20180930;18;80;99;-1;175;0;-1
260;20181001;29;140;95;62;133;31;35
260;20181002;37;120;117;78;165;42;39
260;20181003;26;80;126;84;164;0;-1
260;20181004;33;90;147;116;180;0;0
260;20181005;19;60;128;73;212;0;0
260;20181006;26;130;139;63;210;0;-1
260;20181007;26;120;101;36;153;0;0
260;20181008;20;70;95;29;169;0;0
260;20181009;20;60;109;58;191;0;0
260;20181010;30;100;151;50;235;0;0
260;20181011;35;110;176;130;229;0;-1
260;20181012;40;110;187;147;228;5;1
260;20181013;33;90;200;154;263;0;0
260;20181014;34;130;174;126;242;0;0
260;20181015;21;90;161;107;229;0;0
260;20181016;16;40;153;88;243;0;0
260;20181017;14;60;132;82;202;0;0
260;20181018;26;90;122;73;163;0;-1
260;20181019;19;70;92;27;158;0;0
260;20181020;10;40;86;15;156;0;0
260;20181021;19;60;122;61;165;0;0
260;20181022;29;90;108;31;150;2;2
260;20181023;46;120;128;79;147;0;-1
260;20181024;37;110;140;122;163;10;5
260;20181025;28;80;121;109;136;5;3
260;20181026;39;110;95;60;118;36;73
260;20181027;25;80;71;36;113;19;11
260;20181028;40;120;40;7;78;0;0
260;20181029;43;120;44;20;61;0;-1
260;20181030;45;130;57;37;94;118;192
260;20181031;37;120;85;46;114;12;5
260;20181101;34;90;104;85;132;64;38
260;20181102;27;80;78;23;118;28;19
260;20181103;20;60;43;-1;101;0;0
260;20181104;26;60;59;6;119;0;0
260;20181105;27;80;77;51;112;0;0
260;20181106;31;90;124;68;190;0;0
260;20181107;44;110;111;87;139;15;11
260;20181108;31;90;92;40;137;0;-1
260;20181109;32;70;90;58;112;0;-1
260;20181110;48;120;116;93;134;55;42
260;20181111;42;110;114;82;134;38;68
260;20181112;25;70;100;85;117;74;53
260;20181113;46;130;102;81;132;4;1
260;20181114;27;70;80;38;132;0;0
260;20181115;28;60;69;31;128;0;0
260;20181116;23;60;34;6;77;0;0
260;20181117;35;100;41;10;91;0;0
260;20181118;39;100;29;-14;78;0;0
260;20181119;53;130;49;28;69;1;1
260;20181120;70;160;34;26;44;0;-1
260;20181121;37;100;34;18;53;5;1
260;20181122;33;80;32;17;43;0;0
260;20181123;23;60;32;-8;69;0;-1
260;20181124;26;70;24;6;35;0;0
260;20181125;29;90;34;19;47;0;0
260;20181126;36;80;49;35;60;0;-1
260;20181127;28;80;33;14;52;0;0
260;20181128;53;110;61;28;95;54;50
260;20181129;51;120;102;95;112;112;68
260;20181130;45;110;96;63;116;0;0
260;20181201;48;120;77;57;96;72;20
260;20181202;54;110;120;96;132;112;59
260;20181203;48;130;114;74;133;33;26
260;20181204;16;80;48;2;96;4;2
260;20181205;35;90;55;17;84;47;20
260;20181206;47;150;111;84;123;60;21
260;20181207;62;170;100;71;118;116;131
260;20181208;67;200;91;67;112;80;160
260;20181209;53;160;81;55;100;76;105
260;20181210;32;120;55;36;77;24;23
260;20181211;16;90;39;-9;77;2;1
260;20181212;20;70;8;-29;43;0;0
260;20181213;40;110;8;-8;25;0;0
260;20181214;29;70;9;-8;33;0;0
260;20181215;50;150;3;-11;8;7;9
260;20181216;35;120;14;-10;33;27;20
260;20181217;35;80;56;24;84;63;62
260;20181218;48;120;64;44;79;0;0
260;20181219;42;100;74;55;98;5;1
260;20181220;49;110;75;54;87;20;37
260;20181221;59;190;97;74;123;101;140
260;20181222;46;130;96;89;108;40;59
260;20181223;28;80;71;54;89;126;96
260;20181224;15;40;57;32;84;0;-1
260;20181225;32;90;56;37;75;0;0
260;20181226;26;60;40;15;53;0;0
260;20181227;12;30;8;-27;48;0;0
260;20181228;16;40;23;-31;54;0;0
260;20181229;45;140;79;54;109;11;4
260;20181230;26;100;85;62;95;48;10
260;20181231;27;100;89;77;100;7;1
260;20190101;43;140;77;55;94;20;4
260;20190102;33;130;54;41;69;4;2
260;20190103;20;70;40;24;66;0;-1
260;20190104;25;80;51;19;65;0;-1
260;20190105;38;130;70;57;80;8;3
260;20190106;17;60;61;31;75;0;-1
260;20190107;39;170;67;4;102;12;13
260;20190108;67;170;71;37;85;23;37
260;20190109;44;130;49;32;72;3;4
260;20190110;22;70;30;-2;54;53;12
260;20190111;26;90;68;38;86;50;25
260;20190112;45;130;76;64;88;59;36
260;20190113;57;150;89;79;100;67;60
260;20190114;34;130;51;23;84;18;38
260;20190115;46;110;64;24;84;0;-1
260;20190116;60;130;61;43;77;53;50
260;20190117;36;130;29;1;47;46;124
260;20190118;21;60;-4;-39;46;0;0
260;20190119;30;70;-14;-37;19;0;0
260;20190120;16;40;-26;-64;29;0;0
260;20190121;18;50;-19;-81;48;0;0
260;20190122;41;110;-17;-34;-6;65;22
260;20190123;29;70;-10;-33;0;0;0
260;20190124;17;40;-20;-25;-11;0;-1
260;20190125;32;100;8;-28;72;39;22
260;20190126;50;120;72;66;77;42;41
260;20190127;54;130;58;39;74;105;79
260;20190128;41;150;39;4;63;45;26
260;20190129;34;90;16;0;42;0;-1
260;20190130;22;60;7;-3;24;52;39
260;20190131;32;80;-11;-27;9;0;-1
260;20190201;29;90;8;-11;21;20;10
260;20190202;24;60;16;-3;24;57;29
260;20190203;23;80;18;-27;67;0;0
260;20190204;58;130;21;-1;36;84;30
260;20190205;32;80;40;28;53;3;1
260;20190206;41;80;51;27;71;172;154
260;20190207;71;190;78;60;99;66;57
260;20190208;69;170;80;55;99;60;34
260;20190209;81;220;87;71;103;0;-1
260;20190210;43;140;64;37;96;158;305
260;20190211;33;100;51;11;90;9;15
260;20190212;33;90;53;-8;94;0;0
260;20190213;35;80;58;16;87;0;0
260;20190214;21;50;45;3;121;0;0
260;20190215;27;60;62;7;143;0;0
260;20190216;24;80;58;2;133;0;0
260;20190217;28;70;67;-4;151;0;0
260;20190218;23;80;72;9;146;4;1
260;20190219;41;110;73;53;105;0;-1
260;20190220;38;100;78;49;118;0;0
260;20190221;32;90;82;52;114;46;18
260;20190222;16;50;91;56;115;0;0
260;20190223;32;70;69;22;124;0;0
260;20190224;16;40;61;-17;147;0;0
260;20190225;14;50;73;-6;183;0;0
260;20190226;13;60;78;-8;189;0;0
260;20190227;25;60;95;9;183;0;0
260;20190228;32;110;77;11;122;30;22
260;20190301;27;90;63;36;90;5;2
260;20190302;40;140;82;32;123;2;1
260;20190303;72;150;112;96;129;82;39
260;20190304;78;200;88;56;129;19;32
260;20190305;51;140;75;49;109;8;11
260;20190306;50;120;100;71;123;34;13
260;20190307;76;210;92;70;118;82;226
260;20190308;53;160;78;60;103;31;21
260;20190309;62;210;88;63;111;41;44
260;20190310;44;220;58;28;104;128;208
260;20190311;58;210;54;27;81;14;17
260;20190312;66;190;68;36;96;44;36
260;20190313;68;170;73;53;96;40;68
260;20190314;60;200;82;63;112;73;117
260;20190315;53;180;95;64;131;55;60
260;20190316;71;210;100;68;115;74;72
260;20190317;57;180;71;47;110;50;42
260;20190318;33;130;51;-13;95;11;26
260;20190319;17;70;47;-24;121;0;-1
260;20190320;30;70;91;29;119;0;-1
260;20190321;22;80;81;35;120;0;0
260;20190322;24;60;95;37;173;0;0
260;20190323;25;70;81;14;114;0;0
260;20190324;25;80;55;-13;110;0;0
260;20190325;56;170;77;53;97;10;8
260;20190326;28;80;73;24;102;0;0
260;20190327;19;70;93;59;131;0;0
260;20190328;12;50;85;29;112;0;-1
260;20190329;15;50;90;3;171;0;0
260;20190330;20;60;112;39;183;0;0
260;20190331;47;120;82;33;125;0;0
260;20190401;35;90;71;5;145;0;0
260;20190402;36;150;93;24;155;32;117
260;20190403;28;120;61;21;95;18;43
260;20190404;24;70;56;9;103;0;0
260;20190405;30;80;78;0;128;0;0
260;20190406;30;80;106;75;151;0;-1
260;20190407;33;110;151;84;209;0;-1
260;20190408;28;90;143;75;215;0;0
260;20190409;50;120;96;50;149;0;0
260;20190410;54;110;60;20;109;0;0
260;20190411;39;110;61;2;108;0;0
260;20190412;38;100;53;13;94;0;0
260;20190413;37;140;29;-11;76;0;-1
260;20190414;36;100;55;-3;110;0;0
260;20190415;46;110;106;42;167;0;0
260;20190416;43;110;125;62;182;0;0
260;20190417;30;80;127;67;159;0;0
260;20190418;48;120;163;105;216;0;0
260;20190419;35;90;174;109;239;0;0
260;20190420;33;90;174;88;244;0;0
260;20190421;21;70;151;56;241;0;0
260;20190422;45;130;170;51;248;0;0
260;20190423;52;130;157;95;207;0;0
260;20190424;47;140;167;102;249;35;92
260;20190425;41;130;122;84;175;19;21
260;20190426;31;90;127;88;174;0;0
260;20190427;41;170;98;67;136;48;89
260;20190428;24;80;92;50;139;5;1
260;20190429;28;90;104;20;160;0;0
260;20190430;26;70;106;61;124;0;0
260;20190501;17;60;91;39;139;0;0
260;20190502;25;90;93;26;142;29;51
260;20190503;27;90;80;48;111;48;24
260;20190504;37;160;65;27;102;7;9
260;20190505;29;120;67;29;117;8;6
260;20190506;24;100;66;11;114;1;1
260;20190507;21;70;81;19;127;3;2
260;20190508;36;110;102;75;140;11;24
260;20190509;34;100;124;68;177;17;32
260;20190510;22;80;105;67;141;8;16
260;20190511;40;100;96;50;144;0;0
260;20190512;31;100;95;32;146;0;0
260;20190513;29;90;94;4;152;0;0
260;20190514;31;100;108;26;165;0;0
260;20190515;34;100;121;42;175;0;0
260;20190516;42;110;118;42;177;0;-1
260;20190517;33;90;120;89;154;0;0
260;20190518;20;80;155;90;211;0;0
260;20190519;35;90;151;118;210;0;0
260;20190520;30;90;133;115;160;0;0
260;20190521;39;100;118;109;132;0;0
260;20190522;24;80;133;61;191;0;0
260;20190523;27;100;150;57;216;0;0
260;20190524;27;100;150;85;219;0;0
260;20190525;18;70;134;65;189;0;0
260;20190526;48;150;159;76;206;35;88
260;20190527;32;110;143;105;180;0;-1
260;20190528;25;100;111;47;155;57;150
260;20190529;25;80;130;25;189;0;-1
260;20190530;45;120;168;128;219;7;2
260;20190531;35;100;172;115;204;0;-1
260;20190601;23;70;189;97;257;0;0
260;20190602;34;120;226;128;304;0;0
260;20190603;26;90;176;136;194;0;0
260;20190604;32;150;185;90;244;10;132
260;20190605;30;140;162;116;195;24;155
260;20190606;30;110;147;105;190;27;86
260;20190607;49;170;155;86;223;8;10
260;20190608;76;200;144;115;183;16;71
260;20190609;26;70;153;100;198;0;-1
260;20190610;32;100;178;137;224;8;6
260;20190611;27;80;156;121;199;6;1
260;20190612;26;90;140;96;177;44;214
260;20190613;46;140;142;106;184;13;27
260;20190614;28;90;170;98;239;7;7
260;20190615;20;70;158;116;197;47;95
260;20190616;31;110;170;112;216;1;1
260;20190617;23;90;192;107;255;0;0
260;20190618;20;80;207;130;272;0;-1
260;20190619;23;200;187;145;260;28;408
260;20190620;33;100;168;118;203;1;1
260;20190621;28;90;154;89;203;0;-1
260;20190622;31;80;169;76;228;0;0
260;20190623;32;90;226;126;285;0;0
260;20190624;29;90;252;192;310;0;0
260;20190625;30;80;263;195;332;0;0
260;20190626;38;90;191;159;229;0;0
260;20190627;42;100;164;128;204;0;0
260;20190628;30;70;182;128;243;0;0
260;20190629;25;70;226;127;311;0;0
260;20190630;32;100;207;141;240;0;0
260;20190701;35;110;180;143;209;0;0
260;20190702;29;80;173;117;217;0;0
260;20190703;29;90;150;88;202;0;0
260;20190704;17;70;164;66;228;0;0
260;20190705;27;80;188;124;232;0;0
260;20190706;26;100;164;113;229;25;22
260;20190707;26;90;140;78;181;0;0
260;20190708;30;100;138;79;167;3;3
260;20190709;25;80;147;69;204;0;0
260;20190710;20;60;147;88;187;50;39
260;20190711;23;80;188;137;238;0;-1
260;20190712;25;90;168;131;205;33;286
