STN;YYYYMMDD;FG;FXX;TG;TN;TX;DR;RH
260;20151006;25;70;153;131;176;66;63
260;20151007;34;90;149;137;176;21;27
260;20151008;21;60;124;58;159;6;2
260;20151009;13;30;102;40;163;0;0
260;20151010;33;70;109;59;143;0;0
260;20151011;41;100;65;23;115;0;0
260;20151012;27;60;48;9;102;0;0
260;20151013;34;130;38;12;59;0;0
260;20151014;23;90;51;20;80;72;28
260;20151015;17;50;63;28;80;115;74
260;20151016;17;60;77;67;84;116;59
260;20151017;15;40;81;73;90;48;14
260;20151018;12;40;84;37;109;0;-1
260;20151019;16;40;105;52;125;0;0
260;20151020;17;70;95;51;126;9;7
260;20151021;33;90;97;47;125;74;18
260;20151022;31;100;119;72;148;81;22
260;20151023;21;70;114;68;141;0;0
260;20151024;24;60;118;101;138;5;5
260;20151025;15;50;99;30;143;10;2
260;20151026;32;90;105;30;158;0;0
260;20151027;26;60;111;59;173;0;0
260;20151028;27;60;106;72;133;0;-1
260;20151029;21;80;107;49;156;0;0
260;20151030;28;70;102;65;150;0;0
260;20151031;31;70;98;65;143;0;0
260;20151101;15;40;77;30;160;0;0
260;20151102;17;60;69;9;159;0;0
260;20151103;20;60;90;13;157;0;0
260;20151104;31;90;122;77;154;0;-1
260;20151105;33;100;133;112;154;66;56
260;20151106;47;110;155;139;171;77;32
260;20151107;49;170;164;141;185;14;15
260;20151108;36;110;131;76;173;5;4
260;20151109;58;140;136;120;160;65;54
260;20151110;62;150;145;133;156;28;44
260;20151111;49;100;127;116;138;21;19
260;20151112;37;90;133;117;153;0;0
260;20151113;54;160;114;77;136;16;35
260;20151114;51;160;97;77;119;87;72
260;20151115;75;180;143;119;150;62;133
260;20151116;59;140;125;113;137;27;33
260;20151117;66;230;135;109;156;118;163
260;20151118;80;260;131;110;145;12;6
260;20151119;58;160;112;82;138;41;66
260;20151120;34;120;79;48;97;18;46
260;20151121;32;150;43;8;63;72;102
260;20151122;25;140;26;0;57;3;1
260;20151123;29;90;32;-26;80;0;0
260;20151124;60;140;42;31;66;129;83
260;20151125;23;80;54;22;79;41;79
260;20151126;17;60;40;0;96;2;3
260;20151127;43;120;45;8;65;19;7
260;20151128;60;200;67;45;87;92;83
260;20151129;73;220;102;74;125;70;126
260;20151130;61;200;95;65;126;127;220
260;20151201;33;100;97;68;124;31;8
260;20151202;48;90;110;94;119;0;0
260;20151203;46;100;98;84;127;0;0
260;20151204;55;140;94;82;112;44;60
260;20151205;73;160;79;72;91;0;0
260;20151206;65;150;105;74;124;28;7
260;20151207;31;80;105;88;124;27;6
260;20151208;44;100;98;73;120;36;31
260;20151209;39;100;76;54;99;0;0
260;20151210;55;120;59;49;77;4;1
260;20151211;50;130;70;54;88;94;107
260;20151212;54;190;76;33;117;42;24
260;20151213;24;160;68;39;117;28;24
260;20151214;26;70;76;64;100;0;0
260;20151215;24;70;74;48;91;0;-1
260;20151216;42;110;114;89;129;103;45
260;20151217;44;120;136;124;153;4;1
260;20151218;43;100;118;106;130;4;2
260;20151219;43;90;122;106;141;1;1
260;20151220;46;100;116;97;137;12;2
260;20151221;68;200;104;84;118;50;43
260;20151222;78;180;130;103;144;20;13
260;20151223;58;170;106;73;133;4;4
260;20151224;55;160;98;64;134;10;13
260;20151225;51;160;96;65;140;22;10
260;20151226;67;150;131;111;144;0;0
260;20151227;57;140;118;102;131;0;-1
260;20151228;37;80;89;65;121;0;0
260;20151229;33;90;75;54;103;0;0
260;20151230;55;140;69;49;91;0;0
260;20151231;53;130;78;55;105;17;17
260;20160101;30;90;41;-2;75;0;0
260;20160102;57;110;54;46;63;70;33
260;20160103;56;120;69;52;82;112;88
260;20160104;33;100;57;38;70;115;112
260;20160105;33;90;68;47;77;7;3
260;20160106;31;60;26;16;47;4;5
260;20160107;58;160;61;35;79;58;108
260;20160108;43;140;54;14;83;0;0
260;20160109;43;130;56;10;79;5;3
260;20160110;54;130;69;50;90;22;43
260;20160111;37;90;48;21;67;20;19
260;20160112;49;140;58;47;72;72;104
260;20160113;35;130;50;24;70;33;28
260;20160114;52;160;35;16;53;101;134
260;20160115;26;120;24;-12;40;0;-1
260;20160116;37;140;27;-16;56;12;16
260;20160117;23;80;-10;-56;30;0;-1
260;20160118;21;50;-33;-67;0;0;0
260;20160119;20;50;-25;-80;7;0;-1
260;20160120;15;50;12;-37;53;0;-1
260;20160121;24;70;-12;-43;15;0;0
260;20160122;44;110;9;-22;57;50;41
260;20160123;33;90;66;28;90;0;0
260;20160124;44;100;77;50;104;47;22
260;20160125;39;120;107;74;146;0;0
260;20160126;64;170;92;66;111;31;21
260;20160127;79;180;109;86;124;105;131
260;20160128;45;100;67;49;90;9;2
260;20160129;86;180;85;53;100;43;19
260;20160130;61;180;74;51;99;120;187
260;20160131;43;120;68;36;108;78;45
260;20160201;83;200;115;106;119;21;5
260;20160202;67;160;89;65;114;4;2
260;20160203;41;130;50;31;70;27;43
260;20160204;32;100;51;29;77;51;34
260;20160205;43;120;87;50;109;25;8
260;20160206;53;140;94;83;106;5;1
260;20160207;68;170;85;66;111;44;37
260;20160208;97;210;85;70;99;102;110
260;20160209;50;180;53;33;82;63;88
260;20160210;40;120;48;18;83;56;57
260;20160211;28;80;38;-16;83;1;2
260;20160212;27;70;27;-17;66;0;-1
260;20160213;42;100;18;-20;44;24;5
260;20160214;45;120;14;5;26;235;146
260;20160215;41;130;23;-31;56;1;1
260;20160216;13;50;-3;-50;61;0;0
260;20160217;23;60;-13;-52;35;0;0
260;20160218;29;70;13;-23;31;51;13
260;20160219;34;120;39;12;83;20;5
260;20160220;65;180;82;50;111;123;90
260;20160221;75;200;104;86;116;79;83
260;20160222;42;170;68;44;113;58;35
260;20160223;26;110;43;8;79;14;33
260;20160224;18;70;23;-14;65;6;4
260;20160225;23;130;18;-10;54;9;19
260;20160226;16;50;21;-7;55;0;0
260;20160227;40;110;22;-16;63;0;0
260;20160228;38;120;22;-17;66;0;0
260;20160229;26;90;13;-43;67;0;0
260;20160301;48;130;20;-54;86;75;61
260;20160302;50;200;53;27;90;55;68
260;20160303;27;110;39;-4;84;7;8
260;20160304;37;130;10;-25;32;95;125
260;20160305;16;70;5;-45;64;3;2
260;20160306;18;110;30;7;73;19;17
260;20160307;14;60;25;-8;78;15;25
260;20160308;28;80;36;-22;83;0;-1
260;20160309;58;140;44;14;81;0;0
260;20160310;30;70;41;-12;92;0;0
260;20160311;28;60;32;-15;85;0;0
260;20160312;25;60;31;-27;101;0;0
260;20160313;38;100;39;-16;99;0;0
260;20160314;41;110;41;-20;104;0;0
260;20160315;28;80;46;-6;83;0;0
260;20160316;50;150;44;-2;90;0;0
260;20160317;33;80;57;0;120;0;0
260;20160318;26;70;52;24;68;0;-1
260;20160319;40;90;62;51;75;0;0
260;20160320;27;80;68;42;96;19;7
260;20160321;28;100;72;58;93;11;12
260;20160322;28;80;76;46;101;1;1
260;20160323;26;90;76;62;101;12;3
260;20160324;33;110;79;66;99;4;1
260;20160325;39;120;65;0;96;87;44
260;20160326;58;150;95;6;149;0;0
260;20160327;55;230;91;55;133;51;73
260;20160328;80;200;97;75;129;12;9
260;20160329;54;130;78;55;112;58;83
260;20160330;43;130;81;43;117;5;12
260;20160331;28;90;76;31;116;0;0
260;20160401;22;70;72;12;130;0;0
260;20160402;27;70;101;37;134;0;-1
260;20160403;29;70;152;121;204;33;97
260;20160404;31;150;124;75;158;28;63
260;20160405;30;110;106;80;133;41;14
260;20160406;58;160;89;68;117;26;41
260;20160407;43;120;73;53;104;24;41
260;20160408;20;90;67;16;115;25;22
260;20160409;32;100;92;10;149;0;0
260;20160410;28;80;107;52;157;25;17
260;20160411;62;130;132;73;182;0;-1
260;20160412;28;120;116;50;167;21;30
260;20160413;22;130;90;36;158;0;0
260;20160414;20;80;106;29;167;0;0
260;20160415;33;130;103;89;141;108;101
260;20160416;49;160;86;54;118;20;7
260;20160417;22;110;62;10;106;25;43
260;20160418;41;130;81;-1;130;0;-1
260;20160419;33;110;97;40;136;0;0
260;20160420;28;90;86;30;138;0;0
260;20160421;37;90;101;27;166;0;0
260;20160422;37;90;87;57;125;0;0
260;20160423;34;130;62;30;93;30;30
260;20160424;35;150;46;21;88;11;22
260;20160425;35;130;49;17;80;33;41
260;20160426;51;180;48;13;77;49;119
260;20160427;36;120;60;32;107;27;28
260;20160428;30;120;58;7;93;9;10
260;20160429;51;130;74;46;106;47;100
260;20160430;30;80;77;28;112;0;0
260;20160501;23;80;79;-1;141;0;0
260;20160502;34;100;115;16;179;1;1
260;20160503;33;120;97;30;140;18;35
260;20160504;18;60;95;17;160;0;0
260;20160505;36;90;128;29;188;0;0
260;20160506;36;100;164;81;236;0;0
260;20160507;36;100;195;94;258;0;0
260;20160508;52;120;201;127;252;0;0
260;20160509;58;120;202;142;253;0;0
260;20160510;34;80;189;154;221;0;-1
260;20160511;36;90;204;141;255;0;-1
260;20160512;55;180;202;144;251;0;0
260;20160513;52;120;154;97;222;0;0
260;20160514;44;160;89;64;121;0;-1
260;20160515;35;120;86;53;121;1;1
260;20160516;26;90;93;40;136;5;3
260;20160517;28;100;123;50;181;0;0
260;20160518;29;120;136;83;187;3;4
260;20160519;22;90;134;104;173;4;2
260;20160520;37;100;137;107;186;10;5
260;20160521;39;120;179;107;234;0;-1
260;20160522;24;70;155;129;190;102;153
260;20160523;42;130;120;105;133;158;184
260;20160524;37;100;114;98;146;0;-1
260;20160525;17;40;118;77;145;4;1
260;20160526;19;70;137;56;193;0;0
260;20160527;33;80;160;106;209;0;0
260;20160528;24;80;176;112;227;0;-1
260;20160529;36;90;172;140;205;6;4
260;20160530;48;140;162;153;180;32;66
260;20160531;29;80;182;131;226;0;0
260;20160601;39;110;192;154;243;4;15
260;20160602;48;120;153;137;172;0;-1
260;20160603;22;60;164;137;214;0;-1
260;20160604;23;100;201;141;275;1;5
260;20160605;35;90;200;137;256;0;0
260;20160606;29;70;189;117;256;0;0
260;20160607;30;80;201;153;265;0;-1
260;20160608;29;90;161;127;216;0;0
260;20160609;30;80;153;110;203;0;0
260;20160610;21;60;164;108;212;0;-1
260;20160611;16;50;162;120;208;44;13
260;20160612;13;90;166;135;211;26;33
260;20160613;28;110;159;146;190;15;26
260;20160614;28;110;152;111;191;49;224
260;20160615;20;70;146;113;187;19;62
260;20160616;20;70;157;92;211;38;26
260;20160617;18;70;151;111;195;52;40
260;20160618;30;110;141;99;171;11;11
260;20160619;28;70;153;121;189;0;-1
260;20160620;45;120;155;141;168;90;182
260;20160621;23;70;170;134;201;19;39
260;20160622;24;80;201;147;249;0;0
260;20160623;24;120;220;182;284;55;495
260;20160624;25;70;192;133;227;3;7
260;20160625;17;70;154;109;193;25;14
260;20160626;29;120;149;121;183;24;190
260;20160627;31;100;149;109;189;20;23
260;20160628;26;110;167;92;218;13;50
260;20160629;43;120;160;132;202;30;16
260;20160630;38;110;164;144;192;32;76
260;20160701;50;130;169;143;198;17;22
260;20160702;47;130;154;120;187;9;15
260;20160703;27;100;147;99;198;39;178
260;20160704;17;70;170;86;228;0;0
260;20160705;41;130;154;115;181;12;19
260;20160706;25;80;149;94;194;15;5
260;20160707;25;90;168;83;221;0;0
260;20160708;34;120;175;151;212;25;47
260;20160709;33;100;197;146;236;0;0
260;20160710;35;110;213;159;274;0;0
260;20160711;60;160;186;162;217;0;0
260;20160712;29;90;166;125;203;38;99
260;20160713;23;100;145;111;183;18;42
260;20160714;29;110;145;87;192;0;0
260;20160715;28;110;166;91;213;0;0
260;20160716;32;80;197;169;226;0;0
260;20160717;26;100;198;145;238;0;-1
260;20160718;20;70;202;132;265;0;0
260;20160719;22;60;228;120;295;0;0
260;20160720;34;110;254;188;329;0;0
260;20160721;24;80;218;164;274;0;0
260;20160722;15;40;211;168;261;36;117
260;20160723;25;70;211;176;253;0;0
260;20160724;18;60;207;155;255;0;0
260;20160725;25;80;182;126;224;3;5
260;20160726;14;60;184;114;234;0;0
260;20160727;32;120;179;160;213;63;64
260;20160728;27;100;190;154;235;6;5
260;20160729;38;100;183;154;212;9;38
260;20160730;21;80;177;160;209;29;72
260;20160731;24;90;170;129;205;6;2
260;20160801;24;90;165;131;210;11;68
260;20160802;30;100;166;136;186;121;83
260;20160803;53;140;190;164;217;62;19
260;20160804;43;120;173;150;208;0;-1
260;20160805;28;90;176;129;216;0;0
260;20160806;25;90;164;105;224;20;64
260;20160807;42;110;184;105;228;0;0
260;20160808;39;130;172;125;205;6;1
260;20160809;25;100;144;103;185;29;74
260;20160810;23;90;128;69;168;15;13
260;20160811;35;100;136;67;163;123;96
260;20160812;34;100;189;163;226;23;16
260;20160813;31;100;176;143;215;0;0
260;20160814;18;70;170;96;217;0;0
260;20160815;25;90;161;82;217;0;0
260;20160816;33;80;163;114;210;0;0
260;20160817;35;110;172;100;234;0;0
260;20160818;29;80;177;97;242;0;0
260;20160819;24;130;181;98;243;17;34
260;20160820;41;160;178;148;229;6;54
260;20160821;43;130;167;147;198;56;145
260;20160822;36;120;180;142;227;57;32
260;20160823;20;50;210;140;269;0;0
260;20160824;27;70;228;170;302;0;0
260;20160825;23;60;243;172;310;0;0
260;20160826;25;60;221;176;262;0;0
260;20160827;35;90;216;161;265;4;11
260;20160828;37;130;205;177;246;3;4
260;20160829;22;70;172;100;214;3;2
260;20160830;11;50;162;85;238;0;0
260;20160831;19;80;174;86;254;0;0
260;20160901;18;70;172;102;229;0;0
260;20160902;31;90;166;97;217;14;10
260;20160903;29;100;185;144;229;9;10
260;20160904;47;140;179;157;213;9;28
260;20160905;21;70;173;115;228;0;-1
260;20160906;17;80;177;113;242;0;0
260;20160907;17;50;183;114;268;0;0
260;20160908;27;90;196;116;276;0;0
260;20160909;20;70;169;117;229;0;0
260;20160910;26;90;184;113;257;0;0
260;20160911;18;70;185;148;217;19;12
260;20160912;18;60;209;150;281;0;0
260;20160913;27;80;235;152;312;0;0
260;20160914;23;60;230;153;314;0;0
260;20160915;31;110;226;165;290;10;42
260;20160916;30;80;174;155;212;6;12
260;20160917;20;40;173;137;216;0;0
260;20160918;29;80;167;142;207;0;0
260;20160919;13;50;144;95;198;0;0
260;20160920;11;50;145;79;200;0;0
260;20160921;21;60;147;83;207;0;0
260;20160922;18;60;138;69;213;0;0
260;20160923;21;90;136;73;203;0;-1
260;20160924;28;90;152;83;236;0;0
260;20160925;35;120;163;121;243;13;35
260;20160926;11;50;135;76;191;0;0
260;20160927;25;80;145;56;204;0;0
260;20160928;48;130;187;162;216;0;-1
260;20160929;51;140;159;138;177;17;27
260;20160930;33;110;145;108;187;0;-1
260;20161001;29;90;135;99;176;5;10
260;20161002;37;110;121;88;157;32;107
260;20161003;28;80;145;111;190;0;-1
260;20161004;41;90;130;99;173;0;0
260;20161005;48;120;98;54;141;0;0
260;20161006;36;90;94;39;127;0;0
260;20161007;29;70;118;100;145;0;0
260;20161008;24;70;110;65;142;0;-1
260;20161009;11;70;79;13;145;5;4
260;20161010;18;70;79;19;135;0;0
260;20161011;18;60;80;3;131;0;-1
260;20161012;41;100;89;68;110;0;0
260;20161013;56;120;91;77;114;0;0
260;20161014;45;100;99;73;134;34;47
260;20161015;28;80;107;89;137;59;41
260;20161016;33;80;133;82;188;0;-1
260;20161017;22;80;121;82;163;4;2
260;20161018;36;130;102;75;128;37;117
260;20161019;35;150;88;44;120;43;134
260;20161020;25;100;85;27;120;28;9
260;20161021;15;70;76;15;127;4;2
260;20161022;15;60;67;10;104;0;0
260;20161023;14;50;48;-7;116;0;0
260;20161024;23;70;71;41;95;0;0
260;20161025;14;50;87;79;101;0;0
260;20161026;21;60;95;40;126;0;-1
260;20161027;35;90;118;104;138;0;0
260;20161028;30;80;131;103;148;0;-1
260;20161029;7;40;96;52;154;0;0
260;20161030;8;30;87;41;153;0;0
260;20161031;12;30;85;29;162;0;0
260;20161101;17;90;81;40;138;6;2
260;20161102;23;160;72;22;117;22;42
260;20161103;23;70;67;8;120;6;6
260;20161104;38;80;76;63;97;33;27
260;20161105;27;90;69;49;108;35;31
260;20161106;29;100;61;24;93;37;51
260;20161107;26;90;42;-1;57;19;17
260;20161108;18;70;19;-29;56;14;15
260;20161109;28;70;30;5;43;88;37
260;20161110;23;70;40;31;52;97;139
260;20161111;28;90;18;-31;58;9;2
260;20161112;32;90;20;-33;50;17;8
260;20161113;23;50;27;-10;47;48;17
260;20161114;32;90;31;-23;69;68;39
260;20161115;32;90;108;69;129;118;35
260;20161116;40;130;119;93;142;67;56
260;20161117;53;160;93;76;115;79;120
260;20161118;55;130;60;32;82;13;7
260;20161119;48;110;58;40;81;0;-1
260;20161120;73;260;84;48;125;41;46
260;20161121;45;110;120;81;139;54;49
260;20161122;45;120;110;65;136;0;0
260;20161123;27;110;79;37;111;0;0
260;20161124;58;150;66;30;87;0;0
260;20161125;40;120;33;-6;84;0;0
260;20161126;10;50;-1;-26;36;0;0
260;20161127;20;60;56;-10;94;0;-1
260;20161128;28;90;-3;-41;42;0;0
260;20161129;11;30;-31;-70;43;0;0
260;20161130;25;70;20;-70;68;0;0
260;20161201;31;80;79;51;94;0;-1
260;20161202;20;60;52;-25;94;21;9
260;20161203;8;20;-1;-43;81;0;0
260;20161204;24;50;-14;-50;40;0;0
260;20161205;14;40;-27;-69;41;0;0
260;20161206;19;50;1;-53;54;0;0
260;20161207;38;90;63;18;95;0;0
260;20161208;45;100;82;64;96;5;1
260;20161209;40;90;91;74;104;0;0
260;20161210;43;100;78;66;92;72;49
260;20161211;38;150;85;69;96;28;17
260;20161212;20;50;53;8;76;0;0
260;20161213;28;70;66;53;75;3;1
260;20161214;23;60;73;48;91;0;0
260;20161215;40;90;65;52;79;0;0
260;20161216;30;70;54;27;75;0;0
260;20161217;18;60;61;32;85;0;-1
260;20161218;20;60;62;26;91;0;0
260;20161219;23;70;43;-2;75;0;0
260;20161220;22;50;-6;-27;10;0;0
260;20161221;46;110;41;0;71;40;24
260;20161222;34;100;59;48;69;35;15
260;20161223;54;140;60;43;80;20;8
260;20161224;50;150;79;61;97;17;10
260;20161225;61;140;104;81;117;9;5
260;20161226;55;160;83;61;118;7;19
260;20161227;28;100;66;30;93;18;11
260;20161228;15;40;10;-31;43;0;0
260;20161229;18;50;-22;-40;-8;0;-1
260;20161230;22;60;-11;-40;15;0;-1
260;20161231;34;70;18;8;33;5;2
260;20170101;39;90;5;-8;19;50;19
260;20170102;22;90;30;-3;68;10;5
260;20170103;43;120;50;15;71;6;7
260;20170104;47;160;58;26;73;11;18
260;20170105;23;70;0;-59;33;0;-1
260;20170106;27;70;-30;-65;-3;0;0
260;20170107;32;90;-2;-21;34;94;52
260;20170108;14;40;43;28;61;0;0
260;20170109;39;110;48;33;59;41;48
260;20170110;29;100;53;29;66;48;38
260;20170111;63;170;72;57;104;16;5
260;20170112;47;140;52;2;74;80;143
260;20170113;49;140;31;2;56;54;96
260;20170114;33;170;18;1;48;36;51
260;20170115;16;40;7;-18;48;0;0
260;20170116;18;50;-16;-44;12;0;-1
260;20170117;18;50;-34;-50;13;0;0
260;20170118;13;40;-38;-53;-19;0;-1
260;20170119;13;30;-20;-56;31;0;0
260;20170120;20;50;-3;-52;51;0;0
260;20170121;23;60;-2;-52;50;0;0
260;20170122;11;50;-17;-74;37;0;0
260;20170123;20;60;16;-3;31;0;-1
260;20170124;20;50;8;0;21;4;3
260;20170125;24;60;-11;-43;6;0;0
260;20170126;31;80;-28;-53;6;0;0
260;20170127;35;90;8;-70;51;0;0
260;20170128;36;80;54;20;81;0;-1
260;20170129;38;100;47;31;65;42;36
260;20170130;37;100;49;28;72;80;65
260;20170131;23;90;37;26;61;0;0
260;20170201;48;100;34;5;54;30;12
260;20170202;44;110;86;52;125;18;10
260;20170203;33;80;86;63;119;3;1
260;20170204;26;90;57;26;74;89;83
260;20170205;21;60;44;-11;77;0;-1
260;20170206;18;60;43;-10;66;0;0
260;20170207;42;80;24;9;39;104;25
260;20170208;38;80;0;-11;9;7;2
260;20170209;40;80;-16;-30;-10;0;-1
260;20170210;34;80;-23;-45;-13;14;2
260;20170211;33;70;-4;-17;10;71;45
260;20170212;50;100;7;-6;25;7;3
260;20170213;55;110;22;-14;71;0;0
260;20170214;38;110;38;-5;94;0;0
260;20170215;28;80;74;3;135;0;-1
260;20170216;36;90;68;55;99;2;5
260;20170217;29;90;70;52;86;12;6
260;20170218;22;70;56;32;103;0;0
260;20170219;34;90;62;32;92;8;6
260;20170220;48;110;91;72;109;57;53
260;20170221;44;150;96;86;111;13;3
260;20170222;63;160;95;78;108;128;175
260;20170223;83;250;80;42;105;153;145
260;20170224;32;140;45;-6;87;5;6
260;20170225;53;140;58;18;89;21;7
260;20170226;53;110;87;67;106;28;21
260;20170227;62;150;87;43;106;41;138
260;20170228;63;180;47;32;65;35;28
260;20170301;37;110;63;32;94;58;35
260;20170302;62;210;66;42;82;50;84
260;20170303;39;90;59;12;88;15;11
260;20170304;32;90;92;62;132;37;61
260;20170305;54;140;69;38;106;40;38
260;20170306;21;80;60;32;95;22;23
260;20170307;25;80;67;45;94;1;1
260;20170308;38;120;59;8;106;86;137
260;20170309;40;150;77;7;128;4;1
260;20170310;19;50;65;-9;112;0;0
260;20170311;21;40;73;15;130;0;0
260;20170312;33;80;79;14;148;0;0
260;20170313;23;80;65;-5;137;0;0
260;20170314;33;100;88;32;149;0;0
260;20170315;19;60;90;16;139;0;0
260;20170316;27;90;94;11;168;0;0
260;20170317;49;140;83;67;103;36;57
260;20170318;43;140;97;74;127;80;62
260;20170319;59;140;113;98;127;10;2
260;20170320;62;150;103;88;115;98;94
260;20170321;42;130;75;13;98;0;-1
260;20170322;38;110;63;-3;124;0;0
260;20170323;45;110;82;19;140;0;0
260;20170324;47;110;84;31;142;0;0
260;20170325;44;110;85;21;143;0;0
260;20170326;35;80;80;33;130;0;0
260;20170327;26;80;92;18;174;0;0
260;20170328;28;90;113;6;197;1;1
260;20170329;45;120;126;103;147;0;-1
260;20170330;37;100;157;108;218;0;0
260;20170331;35;120;145;89;218;5;14
260;20170401;20;70;108;60;141;0;-1
260;20170402;23;80;103;44;169;0;0
260;20170403;15;50;81;27;143;0;0
260;20170404;18;70;98;22;165;0;0
260;20170405;35;100;92;62;128;0;0
260;20170406;30;90;81;38;118;0;-1
260;20170407;26;70;105;73;138;0;0
260;20170408;13;50;96;29;155;0;0
260;20170409;22;60;117;8;210;0;0
260;20170410;34;120;98;41;155;0;0
260;20170411;33;100;96;23;138;0;0
260;20170412;42;120;98;83;119;21;8
260;20170413;33;90;93;60;133;0;-1
260;20170414;32;90;99;65;130;0;-1
260;20170415;45;120;96;65;121;40;34
260;20170416;29;110;79;50;108;31;29
260;20170417;35;130;65;27;109;54;86
260;20170418;32;110;61;8;111;0;-1
260;20170419;29;90;39;-13;83;0;0
260;20170420;23;80;69;-34;129;0;0
260;20170421;36;110;111;82;149;16;8
260;20170422;37;110;78;40;113;20;6
260;20170423;26;90;66;20;114;1;1
260;20170424;43;120;93;52;130;30;27
260;20170425;39;140;59;21;99;11;20
260;20170426;22;110;50;-14;104;4;3
260;20170427;28;100;61;-20;109;2;2
260;20170428;25;90;76;30;117;20;19
260;20170429;19;50;76;5;140;0;-1
260;20170430;61;160;123;33;184;0;0
260;20170501;31;110;117;82;137;27;9
260;20170502;23;110;100;47;152;67;47
260;20170503;33;80;107;77;152;56;35
260;20170504;51;130;104;77;133;0;-1
260;20170505;35;110;89;66;111;0;-1
260;20170506;41;100;128;59;188;0;0
260;20170507;33;90;117;86;162;0;0
260;20170508;39;120;97;43;153;0;-1
260;20170509;23;70;80;11;138;0;0
260;20170510;18;60;90;-1;159;0;0
260;20170511;35;90;154;47;228;8;3
260;20170512;29;90;155;120;212;34;125
260;20170513;27;90;140;85;190;22;100
260;20170514;31;120;134;66;199;6;19
260;20170515;25;80;149;55;212;0;-1
260;20170516;26;90;204;152;262;0;-1
260;20170517;28;90;223;144;284;0;0
260;20170518;33;110;165;144;211;14;3
260;20170519;46;150;136;105;167;2;1
260;20170520;28;110;125;74;173;5;12
260;20170521;19;60;144;54;202;0;0
260;20170522;19;80;176;81;246;0;0
260;20170523;30;110;161;99;210;0;0
260;20170524;26;90;159;90;223;0;0
260;20170525;25;70;174;92;230;0;0
260;20170526;37;100;203;110;266;0;0
260;20170527;37;110;229;160;319;0;0
260;20170528;26;70;205;149;266;0;0
260;20170529;31;130;219;154;286;4;3
260;20170530;39;120;183;155;212;0;0
260;20170531;30;90;174;107;222;0;0
260;20170601;20;60;166;75;234;0;0
260;20170602;18;80;198;108;266;0;0
260;20170603;23;90;184;143;237;6;21
260;20170604;30;110;154;87;195;0;0
260;20170605;40;120;171;84;229;0;0
260;20170606;66;200;141;110;174;70;105
260;20170607;62;170;140;113;174;32;51
260;20170608;43;120;168;117;232;5;3
260;20170609;41;170;165;130;196;60;212
260;20170610;30;90;178;117;239;0;0
260;20170611;32;110;199;121;271;0;-1
260;20170612;41;110;161;145;178;0;-1
260;20170613;26;80;163;93;208;0;0
260;20170614;17;70;174;75;244;0;0
260;20170615;35;120;200;120;264;0;0
260;20170616;35;110;162;129;180;0;0
260;20170617;25;80;186;129;232;0;0
260;20170618;13;50;208;111;278;0;0
260;20170619;18;60;236;137;309;0;0
260;20170620;38;90;216;149;274;0;0
260;20170621;26;60;214;131;291;0;0
260;20170622;43;150;229;171;308;8;13
260;20170623;43;120;196;168;232;0;0
260;20170624;45;100;171;163;179;67;55
260;20170625;38;110;175;154;190;29;46
260;20170626;28;80;168;123;206;0;0
260;20170627;38;90;173;113;218;12;28
260;20170628;28;80;180;150;219;48;31
260;20170629;22;90;175;133;217;1;1
260;20170630;26;100;162;116;208;30;42
260;20170701;30;90;161;139;210;69;69
260;20170702;30;100;156;89;196;8;6
260;20170703;37;120;166;81;220;8;10
260;20170704;15;50;186;150;232;0;-1
260;20170705;19;70;190;120;248;0;0
260;20170706;21;80;199;108;265;41;170
260;20170707;29;100;206;153;260;0;-1
260;20170708;20;80;186;113;245;0;-1
260;20170709;20;70;172;91;232;0;0
260;20170710;22;110;196;140;259;4;1
260;20170711;30;90;177;153;207;30;33
260;20170712;34;120;149;89;182;111;268
260;20170713;10;40;146;74;205;0;0
260;20170714;29;120;142;80;186;25;176
260;20170715;24;80;172;109;215;0;-1
260;20170716;28;90;186;160;221;10;12
260;20170717;23;60;186;130;231;0;-1
260;20170718;35;90;199;120;252;0;0
260;20170719;37;140;235;180;294;1;1
260;20170720;32;170;191;135;242;29;210
260;20170721;29;80;182;128;227;0;0
260;20170722;25;100;194;145;242;22;35
260;20170723;33;130;160;132;191;32;112
260;20170724;25;80;161;119;202;30;25
260;20170725;33;110;167;140;200;33;83
260;20170726;29;110;190;138;236;2;1
260;20170727;40;110;185;162;214;0;-1
260;20170728;52;140;172;148;210;14;17
260;20170729;39;140;182;162;205;40;76
260;20170730;41;130;188;133;229;3;14
260;20170731;27;90;181;126;228;0;-1
260;20170801;14;50;178;125;227;0;0
260;20170802;27;120;176;135;220;51;30
260;20170803;59;190;190;165;225;18;17
260;20170804;50;140;183;154;218;5;6
260;20170805;24;120;159;106;204;14;18
260;20170806;21;80;158;90;217;0;0
260;20170807;22;80;168;88;226;0;0
260;20170808;20;80;162;141;196;51;65
260;20170809;33;100;167;123;213;0;-1
260;20170810;17;60;157;97;205;18;24
260;20170811;22;70;167;120;203;8;2
260;20170812;28;90;168;125;216;56;44
260;20170813;16;70;162;100;215;0;0
260;20170814;23;70;179;105;241;0;0
260;20170815;17;70;179;136;218;19;15
260;20170816;18;70;176;116;233;0;0
260;20170817;33;90;173;121;199;29;23
260;20170818;36;130;169;130;201;14;62
260;20170819;41;120;154;127;196;47;104
260;20170820;32;110;158;115;198;0;-1
260;20170821;18;70;159;112;208;0;0
260;20170822;20;60;182;129;235;0;0
260;20170823;31;100;196;129;250;0;0
